Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	300	44.33	0.0	0.0	981.42	0.287814	37.0	6.88	1.06	4235.71	0.485105	39.0	0.55	0.0	6467.25	0.0	36.33	0.0	0.0	1001.18	0.040923	39.33	0.0	0.0	4294.51	0.587859	35.33	2.06	0.0	1089.88	2.635498
submodality	audio.mastermix.wav	100	33.0	0.0	0.0	314.38	0.072581	36.0	0.0	3.12	1388.88	0.424458	33.0	1.49	0.0	1388.63	0.0	35.0	0.0	0.0	405.42	0.010273	33.0	0.0	0.0	805.98	0.091536	33.0	0.0	0.0	486.44	1.834355
submodality	symbolic.abc.txt	100	59.0	0.0	0.0	332.9	0.108898	51.0	0.0	0.0	827.36	0.022071	54.0	0.0	0.0	3227.08	0.0	43.0	0.0	0.0	330.0	0.016955	52.0	0.0	0.0	1725.81	0.255552	44.0	0.0	0.0	354.94	0.575315
submodality	visual.short.png	100	41.0	0.0	0.0	334.13	0.106336	24.0	17.11	0.0	2019.47	0.038576	30.0	0.0	0.0	1851.55	0.0	31.0	0.0	0.0	265.76	0.013695	33.0	0.0	0.0	1762.72	0.240771	29.0	5.63	0.0	248.49	0.225827
piece_id	Anonymous_AusMeinesHerzensGrunde	33	24.24	0.0	0.0	114.08	0.034738	27.27	8.33	0.0	714.17	0.08085	18.18	0.0	0.0	665.87	0.0	27.27	0.0	0.0	116.07	0.004994	30.3	0.0	0.0	484.35	0.068196	24.24	0.0	0.0	133.89	0.361528
piece_id	Bach_IchStehAnDeinerKrippe	45	37.78	0.0	0.0	140.91	0.041933	40.0	0.0	3.7	705.51	0.073613	37.78	0.0	0.0	1059.72	0.0	31.11	0.0	0.0	141.47	0.005977	46.67	0.0	0.0	597.83	0.083162	35.56	0.0	0.0	162.15	0.404213
piece_id	Crueger_AufAufMeinHerzMitFreuden	12	41.67	0.0	0.0	43.31	0.013612	25.0	0.0	0.0	53.37	0.020951	16.67	0.0	0.0	363.8	0.0	41.67	0.0	0.0	42.5	0.001853	33.33	0.0	0.0	270.44	0.03825	8.33	18.18	0.0	43.93	0.120627
piece_id	Drese_JesuGehVoran	30	56.67	0.0	0.0	95.71	0.02728	46.67	6.25	0.0	283.52	0.038505	36.67	0.0	0.0	692.05	0.0	40.0	0.0	0.0	105.86	0.004019	43.33	0.0	0.0	459.94	0.05737	36.67	0.0	0.0	105.3	0.227935
piece_id	Gesius_BefiehlDuDeineWege	24	37.5	0.0	0.0	75.53	0.023144	29.17	11.76	0.0	195.17	0.041046	45.83	0.0	0.0	349.62	0.0	33.33	0.0	0.0	73.8	0.003268	33.33	0.0	0.0	245.14	0.036133	37.5	0.0	0.0	87.93	0.22516
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	27	44.44	0.0	0.0	84.96	0.024673	29.63	5.26	0.0	784.56	0.041111	44.44	0.0	0.0	693.4	0.0	44.44	0.0	0.0	87.27	0.003272	48.15	0.0	0.0	381.7	0.054445	33.33	5.56	0.0	85.9	0.203332
