Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	aggregate-mistral	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001	google_gemini-2.5-flash-lite	aggregate-gpt-4o
OVERALL	ALL	300	46.33	30.0	42.0	34.33	37.0	34.33
submodality	audio.mastermix.wav	100	43.0	29.0	34.0	35.0	29.0	32.0
submodality	symbolic.abc.txt	100	50.0	32.0	54.0	37.0	45.0	36.0
submodality	visual.short.png	100	46.0	29.0	38.0	31.0	37.0	35.0
piece_id	Anonymous_AusMeinesHerzensGrunde	45	42.22	33.33	35.56	28.89	24.44	33.33
piece_id	Bach_IchStehAnDeinerKrippe	39	38.46	25.64	25.64	30.77	30.77	28.21
piece_id	Crueger_AufAufMeinHerzMitFreuden	21	47.62	57.14	66.67	23.81	38.1	38.1
piece_id	Drese_JesuGehVoran	21	47.62	28.57	42.86	33.33	38.1	42.86
piece_id	Gesius_BefiehlDuDeineWege	33	54.55	24.24	45.45	30.3	42.42	24.24
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	12	58.33	33.33	33.33	58.33	41.67	25.0
piece_id	Jan_DuGrosserSchmerzensmann	39	46.15	15.38	43.59	23.08	35.9	23.08
piece_id	Telemann_DerLiebenSonneLichtUndPracht	27	37.04	37.04	44.44	48.15	40.74	14.81
piece_id	Vulpius_ChristusDerIstMeinLeben	18	66.67	44.44	55.56	50.0	50.0	61.11
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	45	44.44	24.44	42.22	40.0	42.22	55.56
is_nota_correct	0	240	45.42	27.92	40.42	35.83	41.25	37.5
is_nota_correct	1	60	50.0	38.33	48.33	28.33	20.0	21.67
meta-question_id	1	30	36.67	20.0	30.0	36.67	36.67	23.33
meta-question_id	10	21	52.38	38.1	28.57	28.57	28.57	14.29
meta-question_id	11	18	44.44	16.67	44.44	44.44	33.33	33.33
meta-question_id	2	30	60.0	20.0	40.0	43.33	40.0	43.33
meta-question_id	3	30	50.0	26.67	46.67	26.67	23.33	20.0
meta-question_id	4	30	60.0	40.0	26.67	23.33	33.33	56.67
meta-question_id	5	30	43.33	36.67	43.33	36.67	40.0	36.67
meta-question_id	6	30	40.0	53.33	66.67	60.0	50.0	56.67
meta-question_id	7	30	53.33	36.67	70.0	36.67	60.0	40.0
meta-question_id	8	30	23.33	6.67	16.67	13.33	23.33	10.0
meta-question_id	9	21	47.62	33.33	47.62	28.57	33.33	38.1
category	harmony	60	48.33	30.0	40.0	33.33	31.67	28.33
category	pitch	120	51.67	26.67	35.83	32.5	33.33	35.83
category	rhythm	120	40.0	33.33	49.17	36.67	43.33	35.83
subcategory	harmonic-recognition	60	48.33	30.0	40.0	33.33	31.67	28.33
subcategory	interval-recognition	60	55.0	33.33	36.67	25.0	28.33	38.33
subcategory	pitch-recognition	60	48.33	20.0	35.0	40.0	38.33	33.33
subcategory	proportion-recognition	60	38.33	21.67	43.33	25.0	41.67	25.0
subcategory	rhythmic-recognition	60	41.67	45.0	55.0	48.33	45.0	46.67
skill	cadence recognition	18	44.44	16.67	44.44	44.44	33.33	33.33
skill	chord recognition	21	52.38	38.1	28.57	28.57	28.57	14.29
skill	interval recognition	30	50.0	26.67	46.67	26.67	23.33	20.0
skill	interval statistics	30	60.0	40.0	26.67	23.33	33.33	56.67
skill	note length	30	43.33	36.67	43.33	36.67	40.0	36.67
skill	note length statistics	30	40.0	53.33	66.67	60.0	50.0	56.67
skill	pitch recognition	30	36.67	20.0	30.0	36.67	36.67	23.33
skill	pitch statistics	30	60.0	20.0	40.0	43.33	40.0	43.33
skill	rhythm pattern	30	53.33	36.67	70.0	36.67	60.0	40.0
skill	rhythm pattern statistics	30	23.33	6.67	16.67	13.33	23.33	10.0
skill	tonality recognition	21	47.62	33.33	47.62	28.57	33.33	38.1
rel/abs	absolute	141	46.1	33.33	42.55	41.84	39.72	36.17
rel/abs	relative	159	46.54	27.04	41.51	27.67	34.59	32.7
specification	harmony-absolute	21	52.38	38.1	28.57	28.57	28.57	14.29
specification	harmony-relative	39	46.15	25.64	46.15	35.9	33.33	35.9
specification	pitch-absolute	60	48.33	20.0	35.0	40.0	38.33	33.33
specification	pitch-relative	60	55.0	33.33	36.67	25.0	28.33	38.33
specification	rhythm-absolute	60	41.67	45.0	55.0	48.33	45.0	46.67
specification	rhythm-relative	60	38.33	21.67	43.33	25.0	41.67	25.0
