Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	75	49.33	40.0	28.0	29.33	52.0	29.33	38.67	22.67	32.0	40.0	36.0
submodality	audio.mastermix.wav	25	32.0	32.0	32.0	20.0	44.0	28.0	32.0	20.0	32.0	24.0	32.0
submodality	symbolic.abc.txt	25	68.0	48.0	28.0	44.0	76.0	24.0	52.0	32.0	40.0	60.0	44.0
submodality	visual.short.png	25	48.0	40.0	24.0	24.0	36.0	36.0	32.0	16.0	24.0	36.0	32.0
piece_id	Anonymous_AusMeinesHerzensGrunde	12	41.67	25.0	25.0	25.0	50.0	41.67	41.67	25.0	41.67	33.33	41.67
piece_id	Bach_IchStehAnDeinerKrippe	15	46.67	40.0	20.0	40.0	73.33	33.33	46.67	13.33	46.67	40.0	40.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	33.33	33.33	16.67	0.0	33.33	0.0	0.0	33.33	16.67	16.67	16.67
piece_id	Gesius_BefiehlDuDeineWege	3	66.67	100.0	0.0	33.33	33.33	0.0	0.0	33.33	0.0	100.0	0.0
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	66.67	33.33	66.67	100.0	33.33	33.33	100.0	33.33	33.33	66.67	100.0
piece_id	Jan_DuGrosserSchmerzensmann	18	44.44	33.33	27.78	27.78	33.33	27.78	22.22	11.11	16.67	44.44	22.22
piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	75.0	66.67	50.0	16.67	66.67	33.33	58.33	33.33	41.67	41.67	58.33
