Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	13.33	0.0	0.0	67.27	0.019241	0.0	0.0	0.0	41.23	0.004406
submodality	audio.mastermix.wav	5	0.0	0.0	0.0	17.35	0.004347	0.0	0.0	0.0	17.88	0.000665
submodality	symbolic.abc.txt	5	40.0	0.0	0.0	23.95	0.012724	0.0	0.0	0.0	12.11	0.003136
submodality	visual.short.png	5	0.0	0.0	0.0	25.97	0.002169	0.0	0.0	0.0	11.24	0.000606
piece_id	Bach_IchStehAnDeinerKrippe	3	33.33	0.0	0.0	9.85	0.003836	0.0	0.0	0.0	7.17	0.000858
piece_id	Drese_JesuGehVoran	3	0.0	0.0	0.0	11.53	0.003961	0.0	0.0	0.0	7.44	0.00085
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	33.33	0.0	0.0	11.1	0.00371	0.0	0.0	0.0	10.1	0.000958
piece_id	Jan_DuGrosserSchmerzensmann	3	0.0	0.0	0.0	17.92	0.003999	0.0	0.0	0.0	7.4	0.000859
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	0.0	0.0	0.0	16.87	0.003735	0.0	0.0	0.0	9.13	0.000882
is_nota_correct	0	12	16.67	0.0	0.0	55.47	0.014892	0.0	0.0	0.0	32.54	0.003537
is_nota_correct	1	3	0.0	0.0	0.0	11.79	0.004349	0.0	0.0	0.0	8.69	0.000869
meta-question_id	1	3	0.0	0.0	0.0	11.53	0.003961	0.0	0.0	0.0	7.44	0.00085
meta-question_id	3	3	33.33	0.0	0.0	11.1	0.00371	0.0	0.0	0.0	10.1	0.000958
meta-question_id	5	3	0.0	0.0	0.0	17.92	0.003999	0.0	0.0	0.0	7.4	0.000859
meta-question_id	7	3	0.0	0.0	0.0	16.87	0.003735	0.0	0.0	0.0	9.13	0.000882
meta-question_id	9	3	33.33	0.0	0.0	9.85	0.003836	0.0	0.0	0.0	7.17	0.000858
category	harmony	3	33.33	0.0	0.0	9.85	0.003836	0.0	0.0	0.0	7.17	0.000858
category	pitch	6	16.67	0.0	0.0	22.64	0.007671	0.0	0.0	0.0	17.53	0.001808
category	rhythm	6	0.0	0.0	0.0	34.78	0.007734	0.0	0.0	0.0	16.53	0.00174
subcategory	harmonic-recognition	3	33.33	0.0	0.0	9.85	0.003836	0.0	0.0	0.0	7.17	0.000858
subcategory	interval-recognition	3	33.33	0.0	0.0	11.1	0.00371	0.0	0.0	0.0	10.1	0.000958
subcategory	pitch-recognition	3	0.0	0.0	0.0	11.53	0.003961	0.0	0.0	0.0	7.44	0.00085
subcategory	proportion-recognition	3	0.0	0.0	0.0	16.87	0.003735	0.0	0.0	0.0	9.13	0.000882
subcategory	rhythmic-recognition	3	0.0	0.0	0.0	17.92	0.003999	0.0	0.0	0.0	7.4	0.000859
skill	interval recognition	3	33.33	0.0	0.0	11.1	0.00371	0.0	0.0	0.0	10.1	0.000958
skill	note length	3	0.0	0.0	0.0	17.92	0.003999	0.0	0.0	0.0	7.4	0.000859
skill	pitch recognition	3	0.0	0.0	0.0	11.53	0.003961	0.0	0.0	0.0	7.44	0.00085
skill	rhythm pattern	3	0.0	0.0	0.0	16.87	0.003735	0.0	0.0	0.0	9.13	0.000882
skill	tonality recognition	3	33.33	0.0	0.0	9.85	0.003836	0.0	0.0	0.0	7.17	0.000858
rel/abs	absolute	6	0.0	0.0	0.0	29.45	0.007959	0.0	0.0	0.0	14.84	0.001709
rel/abs	relative	9	22.22	0.0	0.0	37.81	0.011282	0.0	0.0	0.0	26.39	0.002698
specification	harmony-relative	3	33.33	0.0	0.0	9.85	0.003836	0.0	0.0	0.0	7.17	0.000858
specification	pitch-absolute	3	0.0	0.0	0.0	11.53	0.003961	0.0	0.0	0.0	7.44	0.00085
specification	pitch-relative	3	33.33	0.0	0.0	11.1	0.00371	0.0	0.0	0.0	10.1	0.000958
specification	rhythm-absolute	3	0.0	0.0	0.0	17.92	0.003999	0.0	0.0	0.0	7.4	0.000859
specification	rhythm-relative	3	0.0	0.0	0.0	16.87	0.003735	0.0	0.0	0.0	9.13	0.000882
