Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001
OVERALL	ALL	150	26.67	20.67	26.67
submodality	audio.mastermix.wav	50	26.0	28.0	38.0
submodality	symbolic.abc.txt	50	46.0	18.0	18.0
submodality	visual.short.png	50	8.0	16.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	3	33.33	66.67	0.0
piece_id	Bach_IchStehAnDeinerKrippe	21	23.81	23.81	23.81
piece_id	Crueger_AufAufMeinHerzMitFreuden	33	24.24	21.21	30.3
piece_id	Drese_JesuGehVoran	12	25.0	41.67	25.0
piece_id	Gesius_BefiehlDuDeineWege	15	20.0	6.67	26.67
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	9	0.0	33.33	0.0
piece_id	Jan_DuGrosserSchmerzensmann	15	26.67	13.33	33.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	58.33	8.33	25.0
piece_id	Vulpius_ChristusDerIstMeinLeben	18	33.33	22.22	44.44
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	12	25.0	8.33	16.67
is_nota_correct	0	120	31.67	21.67	22.5
is_nota_correct	1	30	6.67	16.67	43.33
meta-question_id	1	15	20.0	13.33	20.0
meta-question_id	10	9	66.67	0.0	55.56
meta-question_id	11	9	22.22	0.0	44.44
meta-question_id	2	15	26.67	46.67	46.67
meta-question_id	3	15	40.0	13.33	6.67
meta-question_id	4	15	13.33	20.0	13.33
meta-question_id	5	15	13.33	6.67	26.67
meta-question_id	6	15	26.67	6.67	26.67
meta-question_id	7	15	33.33	46.67	33.33
meta-question_id	8	15	26.67	13.33	6.67
meta-question_id	9	12	16.67	50.0	33.33
category	harmony	30	33.33	20.0	43.33
category	pitch	60	25.0	23.33	21.67
category	rhythm	60	25.0	18.33	23.33
subcategory	harmonic-recognition	30	33.33	20.0	43.33
subcategory	interval-recognition	30	26.67	16.67	10.0
subcategory	pitch-recognition	30	23.33	30.0	33.33
subcategory	proportion-recognition	30	30.0	30.0	20.0
subcategory	rhythmic-recognition	30	20.0	6.67	26.67
skill	cadence recognition	9	22.22	0.0	44.44
skill	chord recognition	9	66.67	0.0	55.56
skill	interval recognition	15	40.0	13.33	6.67
skill	interval statistics	15	13.33	20.0	13.33
skill	note length	15	13.33	6.67	26.67
skill	note length statistics	15	26.67	6.67	26.67
skill	pitch recognition	15	20.0	13.33	20.0
skill	pitch statistics	15	26.67	46.67	46.67
skill	rhythm pattern	15	33.33	46.67	33.33
skill	rhythm pattern statistics	15	26.67	13.33	6.67
skill	tonality recognition	12	16.67	50.0	33.33
rel/abs	absolute	69	27.54	15.94	33.33
rel/abs	relative	81	25.93	24.69	20.99
specification	harmony-absolute	9	66.67	0.0	55.56
specification	harmony-relative	21	19.05	28.57	38.1
specification	pitch-absolute	30	23.33	30.0	33.33
specification	pitch-relative	30	26.67	16.67	10.0
specification	rhythm-absolute	30	20.0	6.67	26.67
specification	rhythm-relative	30	30.0	30.0	20.0
