Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001
OVERALL	ALL	150	30.67	27.33	24.67
submodality	audio.mastermix.wav	50	22.0	36.0	22.0
submodality	symbolic.abc.txt	50	38.0	22.0	32.0
submodality	visual.short.png	50	32.0	24.0	20.0
piece_id	Anonymous_AusMeinesHerzensGrunde	9	33.33	22.22	33.33
piece_id	Bach_IchStehAnDeinerKrippe	24	45.83	12.5	33.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	30	43.33	36.67	26.67
piece_id	Gesius_BefiehlDuDeineWege	9	44.44	11.11	11.11
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	66.67	66.67	33.33
piece_id	Jan_DuGrosserSchmerzensmann	18	22.22	27.78	16.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	15	0.0	40.0	13.33
piece_id	Vulpius_ChristusDerIstMeinLeben	21	14.29	19.05	28.57
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	18	22.22	27.78	22.22
is_nota_correct	0	120	33.33	22.5	20.83
is_nota_correct	1	30	20.0	46.67	40.0
meta-question_id	1	15	33.33	6.67	20.0
meta-question_id	10	9	33.33	22.22	22.22
meta-question_id	11	9	11.11	11.11	0.0
meta-question_id	2	15	20.0	33.33	40.0
meta-question_id	3	15	13.33	46.67	6.67
meta-question_id	4	15	53.33	26.67	26.67
meta-question_id	5	15	46.67	13.33	46.67
meta-question_id	6	15	40.0	33.33	40.0
meta-question_id	7	15	46.67	46.67	33.33
meta-question_id	8	15	20.0	20.0	13.33
meta-question_id	9	12	8.33	33.33	8.33
category	harmony	30	16.67	23.33	10.0
category	pitch	60	30.0	28.33	23.33
category	rhythm	60	38.33	28.33	33.33
subcategory	harmonic-recognition	30	16.67	23.33	10.0
subcategory	interval-recognition	30	33.33	36.67	16.67
subcategory	pitch-recognition	30	26.67	20.0	30.0
subcategory	proportion-recognition	30	33.33	33.33	23.33
subcategory	rhythmic-recognition	30	43.33	23.33	43.33
skill	cadence recognition	9	11.11	11.11	0.0
skill	chord recognition	9	33.33	22.22	22.22
skill	interval recognition	15	13.33	46.67	6.67
skill	interval statistics	15	53.33	26.67	26.67
skill	note length	15	46.67	13.33	46.67
skill	note length statistics	15	40.0	33.33	40.0
skill	pitch recognition	15	33.33	6.67	20.0
skill	pitch statistics	15	20.0	33.33	40.0
skill	rhythm pattern	15	46.67	46.67	33.33
skill	rhythm pattern statistics	15	20.0	20.0	13.33
skill	tonality recognition	12	8.33	33.33	8.33
rel/abs	absolute	69	34.78	21.74	34.78
rel/abs	relative	81	27.16	32.1	16.05
specification	harmony-absolute	9	33.33	22.22	22.22
specification	harmony-relative	21	9.52	23.81	4.76
specification	pitch-absolute	30	26.67	20.0	30.0
specification	pitch-relative	30	33.33	36.67	16.67
specification	rhythm-absolute	30	43.33	23.33	43.33
specification	rhythm-relative	30	33.33	33.33	23.33
