Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-google/gemini-2.0-flash-lite-001	OVERALL	ALL	119	33	86	13	0	27.73	15.12	0.0	278.31	0.009973
text-only-google/gemini-2.0-flash-lite-001	submodality	audio.mastermix.wav	44	13	31	1	0	29.55	3.23	0.0	104.2	0.003765
text-only-google/gemini-2.0-flash-lite-001	submodality	symbolic.musicxml	38	13	25	4	0	34.21	16.0	0.0	93.34	0.003395
text-only-google/gemini-2.0-flash-lite-001	submodality	visual.short.png	37	7	30	8	0	18.92	26.67	0.0	80.76	0.002813
text-only-google/gemini-2.0-flash-lite-001	is_nota_correct	0	90	21	69	9	0	23.33	13.04	0.0	212.45	0.00764
text-only-google/gemini-2.0-flash-lite-001	is_nota_correct	1	29	12	17	4	0	41.38	23.53	0.0	65.86	0.002333
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	0	11	3	8	0	0	27.27	0.0	0.0	23.09	0.00079
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	1	9	4	5	0	0	44.44	0.0	0.0	19.8	0.000713
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	2	12	1	11	3	0	8.33	27.27	0.0	24.42	0.000867
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	3	9	3	6	1	0	33.33	16.67	0.0	16.06	0.000531
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	4	19	5	14	1	0	26.32	7.14	0.0	44.13	0.001526
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	5	13	4	9	0	0	30.77	0.0	0.0	33.92	0.001248
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	6	8	0	8	2	0	0.0	25.0	0.0	15.34	0.00052
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	7	10	6	4	0	0	60.0	0.0	0.0	31.99	0.001208
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	8	20	6	14	6	0	30.0	42.86	0.0	50.55	0.001876
text-only-google/gemini-2.0-flash-lite-001	meta-question_id	9	8	1	7	0	0	12.5	0.0	0.0	19.02	0.000694
text-only-google/gemini-2.0-flash-lite-001	category	harmony	38	13	25	6	0	34.21	24.0	0.0	101.56	0.003778
text-only-google/gemini-2.0-flash-lite-001	category	pitch	41	11	30	4	0	26.83	13.33	0.0	83.36	0.002901
text-only-google/gemini-2.0-flash-lite-001	category	rhythm	40	9	31	3	0	22.5	9.68	0.0	93.39	0.003294
text-only-google/gemini-2.0-flash-lite-001	subcategory	harmony-absolute	20	6	14	6	0	30.0	42.86	0.0	50.55	0.001876
text-only-google/gemini-2.0-flash-lite-001	subcategory	harmony-relative	18	7	11	0	0	38.89	0.0	0.0	51.01	0.001902
text-only-google/gemini-2.0-flash-lite-001	subcategory	pitch-absolute	20	7	13	0	0	35.0	0.0	0.0	42.88	0.001503
text-only-google/gemini-2.0-flash-lite-001	subcategory	pitch-relative	21	4	17	4	0	19.05	23.53	0.0	40.48	0.001398
text-only-google/gemini-2.0-flash-lite-001	subcategory	rhythm-absolute	19	5	14	1	0	26.32	7.14	0.0	44.13	0.001526
text-only-google/gemini-2.0-flash-lite-001	subcategory	rhythm-relative	21	4	17	2	0	19.05	11.76	0.0	49.26	0.001768
text-only-google/gemini-2.0-flash-lite-001	skill	cadence recognition	8	1	7	0	0	12.5	0.0	0.0	19.02	0.000694
text-only-google/gemini-2.0-flash-lite-001	skill	chord recognition	20	6	14	6	0	30.0	42.86	0.0	50.55	0.001876
text-only-google/gemini-2.0-flash-lite-001	skill	interval recognition	12	1	11	3	0	8.33	27.27	0.0	24.42	0.000867
text-only-google/gemini-2.0-flash-lite-001	skill	interval statistics	9	3	6	1	0	33.33	16.67	0.0	16.06	0.000531
text-only-google/gemini-2.0-flash-lite-001	skill	note length	19	5	14	1	0	26.32	7.14	0.0	44.13	0.001526
text-only-google/gemini-2.0-flash-lite-001	skill	pitch recognition	11	3	8	0	0	27.27	0.0	0.0	23.09	0.00079
text-only-google/gemini-2.0-flash-lite-001	skill	pitch statistics	9	4	5	0	0	44.44	0.0	0.0	19.8	0.000713
text-only-google/gemini-2.0-flash-lite-001	skill	rhythm pattern	8	0	8	2	0	0.0	25.0	0.0	15.34	0.00052
text-only-google/gemini-2.0-flash-lite-001	skill	time signature	13	4	9	0	0	30.77	0.0	0.0	33.92	0.001248
text-only-google/gemini-2.0-flash-lite-001	skill	tonality recognition	10	6	4	0	0	60.0	0.0	0.0	31.99	0.001208
text-only-google/gemini-2.0-flash-lite-001	rel/abs	absolute	59	18	41	7	0	30.51	17.07	0.0	137.56	0.004905
text-only-google/gemini-2.0-flash-lite-001	rel/abs	relative	60	15	45	6	0	25.0	13.33	0.0	140.74	0.005068
