Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	150	48.0	38.67	32.0	28.67	40.67	22.0	39.33	20.0	24.0	44.67	39.33
submodality	audio.mastermix.wav	50	44.0	38.0	42.0	18.0	34.0	22.0	32.0	14.0	18.0	30.0	34.0
submodality	symbolic.abc.txt	50	54.0	36.0	26.0	36.0	54.0	26.0	44.0	20.0	28.0	68.0	44.0
submodality	visual.short.png	50	46.0	42.0	28.0	32.0	34.0	18.0	42.0	26.0	26.0	36.0	40.0
piece_id	Anonymous_AusMeinesHerzensGrunde	6	50.0	33.33	16.67	33.33	0.0	16.67	33.33	33.33	33.33	50.0	33.33
piece_id	Bach_IchStehAnDeinerKrippe	15	46.67	46.67	33.33	33.33	40.0	33.33	26.67	13.33	0.0	46.67	40.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	50.0	38.89	38.89	11.11	27.78	16.67	27.78	5.56	27.78	55.56	50.0
piece_id	Drese_JesuGehVoran	21	47.62	33.33	47.62	47.62	38.1	19.05	61.9	28.57	42.86	57.14	38.1
piece_id	Gesius_BefiehlDuDeineWege	12	66.67	41.67	50.0	41.67	66.67	33.33	50.0	25.0	41.67	66.67	41.67
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	12	41.67	50.0	8.33	25.0	50.0	25.0	66.67	16.67	25.0	50.0	50.0
piece_id	Jan_DuGrosserSchmerzensmann	18	44.44	22.22	22.22	16.67	16.67	11.11	11.11	22.22	27.78	16.67	27.78
piece_id	Telemann_DerLiebenSonneLichtUndPracht	15	60.0	26.67	33.33	26.67	53.33	20.0	53.33	13.33	26.67	13.33	33.33
piece_id	Vulpius_ChristusDerIstMeinLeben	21	57.14	47.62	33.33	33.33	47.62	28.57	42.86	14.29	14.29	52.38	38.1
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	12	8.33	50.0	16.67	16.67	58.33	16.67	16.67	41.67	0.0	41.67	41.67
is_nota_correct	0	120	47.5	41.67	28.33	30.0	41.67	20.83	41.67	17.5	13.33	50.0	43.33
is_nota_correct	1	30	50.0	26.67	46.67	23.33	36.67	26.67	30.0	30.0	66.67	23.33	23.33
meta-question_id	1	15	20.0	46.67	20.0	26.67	26.67	13.33	33.33	33.33	13.33	33.33	26.67
meta-question_id	10	9	44.44	44.44	33.33	11.11	22.22	11.11	66.67	11.11	11.11	44.44	33.33
meta-question_id	11	9	44.44	33.33	22.22	11.11	22.22	22.22	33.33	0.0	11.11	55.56	11.11
meta-question_id	2	15	53.33	40.0	33.33	33.33	66.67	33.33	60.0	6.67	33.33	60.0	80.0
meta-question_id	3	15	60.0	26.67	26.67	40.0	33.33	26.67	26.67	20.0	20.0	20.0	33.33
meta-question_id	4	15	26.67	53.33	33.33	13.33	40.0	26.67	13.33	26.67	6.67	53.33	53.33
meta-question_id	5	15	40.0	40.0	60.0	26.67	40.0	13.33	20.0	20.0	40.0	53.33	33.33
meta-question_id	6	15	73.33	26.67	46.67	46.67	66.67	26.67	80.0	40.0	60.0	46.67	33.33
meta-question_id	7	15	60.0	40.0	40.0	40.0	46.67	13.33	46.67	26.67	26.67	53.33	40.0
meta-question_id	8	15	20.0	20.0	20.0	0.0	6.67	20.0	13.33	0.0	6.67	26.67	6.67
meta-question_id	9	12	91.67	58.33	8.33	58.33	66.67	33.33	50.0	25.0	25.0	50.0	75.0
category	harmony	30	63.33	46.67	20.0	30.0	40.0	23.33	50.0	13.33	16.67	50.0	43.33
category	pitch	60	40.0	41.67	28.33	28.33	41.67	25.0	33.33	21.67	18.33	41.67	48.33
category	rhythm	60	48.33	31.67	41.67	28.33	40.0	18.33	40.0	21.67	33.33	45.0	28.33
subcategory	harmonic-recognition	30	63.33	46.67	20.0	30.0	40.0	23.33	50.0	13.33	16.67	50.0	43.33
