Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	15	13.33	13.33
submodality	audio.mastermix.wav	5	20.0	20.0
submodality	symbolic.abc.txt	5	20.0	20.0
submodality	visual.short.png	5	0.0	0.0
piece_id	Bach_IchStehAnDeinerKrippe	3	33.33	33.33
piece_id	Gesius_BefiehlDuDeineWege	6	0.0	0.0
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	33.33	0.0
piece_id	Vulpius_ChristusDerIstMeinLeben	3	0.0	33.33
is_nota_correct	0	12	16.67	8.33
is_nota_correct	1	3	0.0	33.33
meta-question_id	1	3	0.0	33.33
meta-question_id	3	3	0.0	0.0
meta-question_id	5	3	33.33	0.0
meta-question_id	7	3	0.0	0.0
meta-question_id	9	3	33.33	33.33
category	harmony	3	33.33	33.33
category	pitch	6	0.0	16.67
category	rhythm	6	16.67	0.0
subcategory	harmonic-recognition	3	33.33	33.33
subcategory	interval-recognition	3	0.0	0.0
subcategory	pitch-recognition	3	0.0	33.33
subcategory	proportion-recognition	3	0.0	0.0
subcategory	rhythmic-recognition	3	33.33	0.0
skill	interval recognition	3	0.0	0.0
skill	note length	3	33.33	0.0
skill	pitch recognition	3	0.0	33.33
skill	rhythm pattern	3	0.0	0.0
skill	tonality recognition	3	33.33	33.33
rel/abs	absolute	6	16.67	16.67
rel/abs	relative	9	11.11	11.11
specification	harmony-relative	3	33.33	33.33
specification	pitch-absolute	3	0.0	33.33
specification	pitch-relative	3	0.0	0.0
specification	rhythm-absolute	3	33.33	0.0
specification	rhythm-relative	3	0.0	0.0
