Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	aggregate-mistral	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001	google_gemini-2.5-flash-lite	aggregate-gpt-4o
OVERALL	ALL	300	44.67	31.0	43.67	33.33	39.67	36.67
submodality	audio.mastermix.wav	100	36.0	24.0	37.0	31.0	31.0	35.0
submodality	symbolic.abc.txt	100	52.0	40.0	62.0	40.0	47.0	43.0
submodality	visual.short.png	100	46.0	29.0	32.0	29.0	41.0	32.0
piece_id	Anonymous_AusMeinesHerzensGrunde	27	29.63	14.81	37.04	18.52	22.22	37.04
piece_id	Bach_IchStehAnDeinerKrippe	33	60.61	36.36	36.36	33.33	39.39	45.45
piece_id	Crueger_AufAufMeinHerzMitFreuden	21	47.62	38.1	38.1	42.86	33.33	33.33
piece_id	Drese_JesuGehVoran	18	27.78	27.78	27.78	22.22	16.67	27.78
piece_id	Gesius_BefiehlDuDeineWege	39	35.9	33.33	51.28	33.33	43.59	41.03
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	18	50.0	33.33	55.56	61.11	55.56	38.89
piece_id	Jan_DuGrosserSchmerzensmann	48	39.58	35.42	37.5	29.17	37.5	31.25
piece_id	Telemann_DerLiebenSonneLichtUndPracht	27	55.56	29.63	48.15	33.33	48.15	40.74
piece_id	Vulpius_ChristusDerIstMeinLeben	33	57.58	33.33	60.61	30.3	48.48	39.39
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	36	41.67	25.0	41.67	38.89	44.44	30.56
is_nota_correct	0	240	42.92	31.67	43.33	36.25	39.58	38.75
is_nota_correct	1	60	51.67	28.33	45.0	21.67	40.0	28.33
meta-question_id	1	30	30.0	26.67	43.33	23.33	36.67	30.0
meta-question_id	10	21	33.33	38.1	23.81	33.33	28.57	33.33
meta-question_id	11	18	44.44	5.56	33.33	22.22	16.67	11.11
meta-question_id	2	30	56.67	20.0	46.67	36.67	43.33	36.67
meta-question_id	3	30	20.0	13.33	23.33	30.0	26.67	30.0
meta-question_id	4	30	63.33	36.67	66.67	50.0	50.0	53.33
meta-question_id	5	30	60.0	46.67	46.67	26.67	56.67	40.0
meta-question_id	6	30	56.67	56.67	50.0	50.0	50.0	53.33
meta-question_id	7	30	33.33	26.67	43.33	36.67	30.0	33.33
meta-question_id	8	30	36.67	23.33	40.0	26.67	36.67	30.0
meta-question_id	9	21	57.14	42.86	57.14	23.81	52.38	42.86
category	harmony	60	45.0	30.0	38.33	26.67	33.33	30.0
category	pitch	120	42.5	24.17	45.0	35.0	39.17	37.5
category	rhythm	120	46.67	38.33	45.0	35.0	43.33	39.17
subcategory	harmonic-recognition	60	45.0	30.0	38.33	26.67	33.33	30.0
subcategory	interval-recognition	60	41.67	25.0	45.0	40.0	38.33	41.67
subcategory	pitch-recognition	60	43.33	23.33	45.0	30.0	40.0	33.33
subcategory	proportion-recognition	60	35.0	25.0	41.67	31.67	33.33	31.67
subcategory	rhythmic-recognition	60	58.33	51.67	48.33	38.33	53.33	46.67
skill	cadence recognition	18	44.44	5.56	33.33	22.22	16.67	11.11
skill	chord recognition	21	33.33	38.1	23.81	33.33	28.57	33.33
skill	interval recognition	30	20.0	13.33	23.33	30.0	26.67	30.0
skill	interval statistics	30	63.33	36.67	66.67	50.0	50.0	53.33
skill	note length	30	60.0	46.67	46.67	26.67	56.67	40.0
skill	note length statistics	30	56.67	56.67	50.0	50.0	50.0	53.33
skill	pitch recognition	30	30.0	26.67	43.33	23.33	36.67	30.0
skill	pitch statistics	30	56.67	20.0	46.67	36.67	43.33	36.67
skill	rhythm pattern	30	33.33	26.67	43.33	36.67	30.0	33.33
skill	rhythm pattern statistics	30	36.67	23.33	40.0	26.67	36.67	30.0
skill	tonality recognition	21	57.14	42.86	57.14	23.81	52.38	42.86
rel/abs	absolute	141	48.23	37.59	43.26	34.04	43.97	39.01
rel/abs	relative	159	41.51	25.16	44.03	32.7	35.85	34.59
specification	harmony-absolute	21	33.33	38.1	23.81	33.33	28.57	33.33
specification	harmony-relative	39	51.28	25.64	46.15	23.08	35.9	28.21
specification	pitch-absolute	60	43.33	23.33	45.0	30.0	40.0	33.33
specification	pitch-relative	60	41.67	25.0	45.0	40.0	38.33	41.67
specification	rhythm-absolute	60	58.33	51.67	48.33	38.33	53.33	46.67
specification	rhythm-relative	60	35.0	25.0	41.67	31.67	33.33	31.67
