Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	15	46.67	0.0	0.0	51.41	0.013288	33.33	0.0	0.0	83.25	0.024232	40.0	0.0	0.0	210.02	0.0	40.0	0.0	0.0	43.37	0.001865	26.67	0.0	0.0	194.35	0.025828	13.33	0.0	0.0	54.87	0.134137
submodality	audio.mastermix.wav	5	0.0	0.0	0.0	17.93	0.003625	40.0	0.0	0.0	40.84	0.022748	20.0	0.0	0.0	38.28	0.0	60.0	0.0	0.0	20.99	0.000539	20.0	0.0	0.0	26.46	0.002775	0.0	0.0	0.0	25.65	0.097847
submodality	symbolic.abc.txt	5	80.0	0.0	0.0	14.76	0.005488	40.0	0.0	0.0	15.38	0.000687	80.0	0.0	0.0	135.5	0.0	60.0	0.0	0.0	11.22	0.00068	60.0	0.0	0.0	98.02	0.014185	40.0	0.0	0.0	15.64	0.024133
submodality	visual.short.png	5	60.0	0.0	0.0	18.72	0.004175	20.0	0.0	0.0	27.03	0.000797	20.0	0.0	0.0	36.23	0.0	0.0	0.0	0.0	11.16	0.000647	0.0	0.0	0.0	69.87	0.008869	0.0	0.0	0.0	13.59	0.012157
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	66.67	0.0	0.0	19.42	0.005131	33.33	0.0	0.0	35.02	0.010841	16.67	0.0	0.0	72.05	0.0	50.0	0.0	0.0	18.94	0.000837	33.33	0.0	0.0	65.35	0.00883	16.67	0.0	0.0	20.03	0.056643
piece_id	Gesius_BefiehlDuDeineWege	6	16.67	0.0	0.0	21.95	0.006344	16.67	0.0	0.0	25.82	0.009687	50.0	0.0	0.0	105.18	0.0	16.67	0.0	0.0	17.46	0.000722	0.0	0.0	0.0	102.84	0.013524	0.0	0.0	0.0	21.29	0.055525
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	66.67	0.0	0.0	10.05	0.001813	66.67	0.0	0.0	22.41	0.003704	66.67	0.0	0.0	32.79	0.0	66.67	0.0	0.0	6.97	0.000307	66.67	0.0	0.0	26.16	0.003474	33.33	0.0	0.0	13.56	0.02197
is_nota_correct	0	12	50.0	0.0	0.0	40.63	0.010174	33.33	0.0	0.0	71.67	0.019453	41.67	0.0	0.0	144.34	0.0	50.0	0.0	0.0	35.06	0.001515	33.33	0.0	0.0	172.56	0.02318	16.67	0.0	0.0	45.51	0.107393
is_nota_correct	1	3	33.33	0.0	0.0	10.78	0.003115	33.33	0.0	0.0	11.58	0.00478	33.33	0.0	0.0	65.68	0.0	0.0	0.0	0.0	8.32	0.00035	0.0	0.0	0.0	21.79	0.002648	0.0	0.0	0.0	9.37	0.026745
meta-question_id	1	3	33.33	0.0	0.0	11.83	0.003382	33.33	0.0	0.0	10.1	0.004821	33.33	0.0	0.0	64.04	0.0	0.0	0.0	0.0	8.75	0.000339	0.0	0.0	0.0	46.52	0.005801	0.0	0.0	0.0	9.92	0.02524
meta-question_id	3	3	66.67	0.0	0.0	11.64	0.003096	33.33	0.0	0.0	23.1	0.005655	0.0	0.0	0.0	58.35	0.0	66.67	0.0	0.0	11.02	0.000511	33.33	0.0	0.0	56.45	0.007823	0.0	0.0	0.0	12.11	0.030233
meta-question_id	5	3	66.67	0.0	0.0	10.05	0.001813	66.67	0.0	0.0	22.41	0.003704	66.67	0.0	0.0	32.79	0.0	66.67	0.0	0.0	6.97	0.000307	66.67	0.0	0.0	26.16	0.003474	33.33	0.0	0.0	13.56	0.02197
meta-question_id	7	3	0.0	0.0	0.0	10.12	0.002962	0.0	0.0	0.0	15.72	0.004866	66.67	0.0	0.0	41.14	0.0	33.33	0.0	0.0	8.71	0.000383	0.0	0.0	0.0	56.32	0.007723	0.0	0.0	0.0	11.37	0.030285
meta-question_id	9	3	66.67	0.0	0.0	7.77	0.002035	33.33	0.0	0.0	11.92	0.005186	33.33	0.0	0.0	13.7	0.0	33.33	0.0	0.0	7.93	0.000326	33.33	0.0	0.0	8.89	0.001008	33.33	0.0	0.0	7.92	0.02641
category	harmony	3	66.67	0.0	0.0	7.77	0.002035	33.33	0.0	0.0	11.92	0.005186	33.33	0.0	0.0	13.7	0.0	33.33	0.0	0.0	7.93	0.000326	33.33	0.0	0.0	8.89	0.001008	33.33	0.0	0.0	7.92	0.02641
category	pitch	6	50.0	0.0	0.0	23.47	0.006478	33.33	0.0	0.0	33.2	0.010476	16.67	0.0	0.0	122.39	0.0	33.33	0.0	0.0	19.76	0.00085	16.67	0.0	0.0	102.97	0.013624	0.0	0.0	0.0	22.03	0.055473
category	rhythm	6	33.33	0.0	0.0	20.17	0.004776	33.33	0.0	0.0	38.13	0.008571	66.67	0.0	0.0	73.93	0.0	50.0	0.0	0.0	15.68	0.00069	33.33	0.0	0.0	82.48	0.011197	16.67	0.0	0.0	24.93	0.052255
subcategory	harmonic-recognition	3	66.67	0.0	0.0	7.77	0.002035	33.33	0.0	0.0	11.92	0.005186	33.33	0.0	0.0	13.7	0.0	33.33	0.0	0.0	7.93	0.000326	33.33	0.0	0.0	8.89	0.001008	33.33	0.0	0.0	7.92	0.02641
subcategory	interval-recognition	3	66.67	0.0	0.0	11.64	0.003096	33.33	0.0	0.0	23.1	0.005655	0.0	0.0	0.0	58.35	0.0	66.67	0.0	0.0	11.02	0.000511	33.33	0.0	0.0	56.45	0.007823	0.0	0.0	0.0	12.11	0.030233
subcategory	pitch-recognition	3	33.33	0.0	0.0	11.83	0.003382	33.33	0.0	0.0	10.1	0.004821	33.33	0.0	0.0	64.04	0.0	0.0	0.0	0.0	8.75	0.000339	0.0	0.0	0.0	46.52	0.005801	0.0	0.0	0.0	9.92	0.02524
subcategory	proportion-recognition	3	0.0	0.0	0.0	10.12	0.002962	0.0	0.0	0.0	15.72	0.004866	66.67	0.0	0.0	41.14	0.0	33.33	0.0	0.0	8.71	0.000383	0.0	0.0	0.0	56.32	0.007723	0.0	0.0	0.0	11.37	0.030285
subcategory	rhythmic-recognition	3	66.67	0.0	0.0	10.05	0.001813	66.67	0.0	0.0	22.41	0.003704	66.67	0.0	0.0	32.79	0.0	66.67	0.0	0.0	6.97	0.000307	66.67	0.0	0.0	26.16	0.003474	33.33	0.0	0.0	13.56	0.02197
skill	interval recognition	3	66.67	0.0	0.0	11.64	0.003096	33.33	0.0	0.0	23.1	0.005655	0.0	0.0	0.0	58.35	0.0	66.67	0.0	0.0	11.02	0.000511	33.33	0.0	0.0	56.45	0.007823	0.0	0.0	0.0	12.11	0.030233
skill	note length	3	66.67	0.0	0.0	10.05	0.001813	66.67	0.0	0.0	22.41	0.003704	66.67	0.0	0.0	32.79	0.0	66.67	0.0	0.0	6.97	0.000307	66.67	0.0	0.0	26.16	0.003474	33.33	0.0	0.0	13.56	0.02197
skill	pitch recognition	3	33.33	0.0	0.0	11.83	0.003382	33.33	0.0	0.0	10.1	0.004821	33.33	0.0	0.0	64.04	0.0	0.0	0.0	0.0	8.75	0.000339	0.0	0.0	0.0	46.52	0.005801	0.0	0.0	0.0	9.92	0.02524
skill	rhythm pattern	3	0.0	0.0	0.0	10.12	0.002962	0.0	0.0	0.0	15.72	0.004866	66.67	0.0	0.0	41.14	0.0	33.33	0.0	0.0	8.71	0.000383	0.0	0.0	0.0	56.32	0.007723	0.0	0.0	0.0	11.37	0.030285
skill	tonality recognition	3	66.67	0.0	0.0	7.77	0.002035	33.33	0.0	0.0	11.92	0.005186	33.33	0.0	0.0	13.7	0.0	33.33	0.0	0.0	7.93	0.000326	33.33	0.0	0.0	8.89	0.001008	33.33	0.0	0.0	7.92	0.02641
rel/abs	absolute	6	50.0	0.0	0.0	21.88	0.005195	50.0	0.0	0.0	32.51	0.008525	50.0	0.0	0.0	96.83	0.0	33.33	0.0	0.0	15.72	0.000645	33.33	0.0	0.0	72.68	0.009275	16.67	0.0	0.0	23.48	0.04721
rel/abs	relative	9	44.44	0.0	0.0	29.53	0.008093	22.22	0.0	0.0	50.74	0.015707	33.33	0.0	0.0	113.19	0.0	44.44	0.0	0.0	27.65	0.00122	22.22	0.0	0.0	121.67	0.016553	11.11	0.0	0.0	31.4	0.086928
specification	harmony-relative	3	66.67	0.0	0.0	7.77	0.002035	33.33	0.0	0.0	11.92	0.005186	33.33	0.0	0.0	13.7	0.0	33.33	0.0	0.0	7.93	0.000326	33.33	0.0	0.0	8.89	0.001008	33.33	0.0	0.0	7.92	0.02641
specification	pitch-absolute	3	33.33	0.0	0.0	11.83	0.003382	33.33	0.0	0.0	10.1	0.004821	33.33	0.0	0.0	64.04	0.0	0.0	0.0	0.0	8.75	0.000339	0.0	0.0	0.0	46.52	0.005801	0.0	0.0	0.0	9.92	0.02524
specification	pitch-relative	3	66.67	0.0	0.0	11.64	0.003096	33.33	0.0	0.0	23.1	0.005655	0.0	0.0	0.0	58.35	0.0	66.67	0.0	0.0	11.02	0.000511	33.33	0.0	0.0	56.45	0.007823	0.0	0.0	0.0	12.11	0.030233
specification	rhythm-absolute	3	66.67	0.0	0.0	10.05	0.001813	66.67	0.0	0.0	22.41	0.003704	66.67	0.0	0.0	32.79	0.0	66.67	0.0	0.0	6.97	0.000307	66.67	0.0	0.0	26.16	0.003474	33.33	0.0	0.0	13.56	0.02197
specification	rhythm-relative	3	0.0	0.0	0.0	10.12	0.002962	0.0	0.0	0.0	15.72	0.004866	66.67	0.0	0.0	41.14	0.0	33.33	0.0	0.0	8.71	0.000383	0.0	0.0	0.0	56.32	0.007723	0.0	0.0	0.0	11.37	0.030285
