Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	75	44.0	0.0	0.0	279.99	0.074726	36.0	6.25	0.0	887.61	0.136907	45.33	0.0	0.0	1360.33	0.0	37.33	0.0	0.0	230.5	0.010698	36.0	0.0	0.0	1120.23	0.153619	41.33	2.27	0.0	274.7	0.70027
submodality	audio.mastermix.wav	25	32.0	0.0	0.0	94.11	0.020515	28.0	0.0	0.0	365.71	0.124084	40.0	0.0	0.0	188.3	0.0	32.0	0.0	0.0	95.69	0.002797	28.0	0.0	0.0	185.01	0.02158	32.0	0.0	0.0	124.46	0.49866
submodality	symbolic.abc.txt	25	64.0	0.0	0.0	96.22	0.028365	40.0	0.0	0.0	119.8	0.004437	68.0	0.0	0.0	918.8	0.0	56.0	0.0	0.0	75.46	0.004378	48.0	0.0	0.0	438.78	0.06357	56.0	0.0	0.0	90.94	0.149352
submodality	visual.short.png	25	36.0	0.0	0.0	89.67	0.025847	40.0	20.0	0.0	402.11	0.008386	28.0	0.0	0.0	253.23	0.0	24.0	0.0	0.0	59.35	0.003523	32.0	0.0	0.0	496.45	0.06847	36.0	6.25	0.0	59.3	0.052258
piece_id	Anonymous_AusMeinesHerzensGrunde	21	33.33	0.0	0.0	88.8	0.02278	28.57	0.0	0.0	152.04	0.043243	23.81	0.0	0.0	493.3	0.0	33.33	0.0	0.0	64.11	0.003046	28.57	0.0	0.0	322.92	0.042985	33.33	0.0	0.0	90.47	0.23729
piece_id	Bach_IchStehAnDeinerKrippe	3	33.33	0.0	0.0	7.4	0.00236	33.33	0.0	0.0	21.99	0.004852	100.0	0.0	0.0	40.73	0.0	66.67	0.0	0.0	7.95	0.000381	0.0	0.0	0.0	56.62	0.007638	33.33	0.0	0.0	11.56	0.0272
piece_id	Crueger_AufAufMeinHerzMitFreuden	9	22.22	0.0	0.0	32.83	0.009383	0.0	0.0	0.0	71.13	0.016887	33.33	0.0	0.0	189.82	0.0	44.44	0.0	0.0	31.65	0.001437	0.0	0.0	0.0	151.21	0.02258	11.11	0.0	0.0	34.2	0.091952
piece_id	Drese_JesuGehVoran	3	66.67	0.0	0.0	10.02	0.003102	0.0	33.33	0.0	114.06	0.005473	33.33	0.0	0.0	56.78	0.0	0.0	0.0	0.0	10.06	0.000455	100.0	0.0	0.0	50.36	0.006771	33.33	0.0	0.0	9.11	0.021962
piece_id	Gesius_BefiehlDuDeineWege	6	33.33	0.0	0.0	21.68	0.006748	66.67	0.0	0.0	238.98	0.018314	50.0	0.0	0.0	61.1	0.0	0.0	0.0	0.0	15.94	0.000732	50.0	0.0	0.0	67.27	0.008377	66.67	0.0	0.0	20.24	0.054495
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	100.0	0.0	0.0	32.48	0.004732	50.0	0.0	0.0	27.22	0.007743	100.0	0.0	0.0	118.25	0.0	50.0	0.0	0.0	18.27	0.00083	66.67	0.0	0.0	95.71	0.013629	66.67	0.0	0.0	20.9	0.048917
