Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	20.0	0.0	0.0	38.64	0.007813	26.67	0.0	0.0	328.51	0.0	13.33	15.38	0.0	52.03	0.001745
submodality	audio.mastermix.wav	5	0.0	0.0	0.0	10.92	0.002111	60.0	0.0	0.0	16.03	0.0	20.0	0.0	0.0	19.3	0.000528
submodality	symbolic.abc.txt	5	20.0	0.0	0.0	14.63	0.003061	20.0	0.0	0.0	257.28	0.0	0.0	20.0	0.0	20.87	0.000787
submodality	visual.short.png	5	40.0	0.0	0.0	13.09	0.00264	0.0	0.0	0.0	55.2	0.0	20.0	25.0	0.0	11.86	0.00043
piece_id	Bach_IchStehAnDeinerKrippe	3	0.0	0.0	0.0	8.43	0.001471	33.33	0.0	0.0	56.75	0.0	0.0	0.0	0.0	9.91	0.000376
piece_id	Gesius_BefiehlDuDeineWege	6	33.33	0.0	0.0	15.45	0.003233	16.67	0.0	0.0	224.68	0.0	16.67	20.0	0.0	27.08	0.00086
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	33.33	0.0	0.0	7.81	0.001674	33.33	0.0	0.0	23.92	0.0	33.33	50.0	0.0	7.26	0.000223
piece_id	Vulpius_ChristusDerIstMeinLeben	3	0.0	0.0	0.0	6.94	0.001436	33.33	0.0	0.0	23.16	0.0	0.0	0.0	0.0	7.79	0.000286
is_nota_correct	0	12	25.0	0.0	0.0	30.89	0.006321	8.33	0.0	0.0	307.09	0.0	8.33	9.09	0.0	39.13	0.001491
is_nota_correct	1	3	0.0	0.0	0.0	7.75	0.001492	100.0	0.0	0.0	21.42	0.0	33.33	50.0	0.0	12.9	0.000254
meta-question_id	1	3	0.0	0.0	0.0	6.94	0.001436	33.33	0.0	0.0	23.16	0.0	0.0	0.0	0.0	7.79	0.000286
meta-question_id	3	3	66.67	0.0	0.0	7.36	0.001508	33.33	0.0	0.0	50.65	0.0	33.33	50.0	0.0	14.28	0.000346
meta-question_id	5	3	33.33	0.0	0.0	7.81	0.001674	33.33	0.0	0.0	23.92	0.0	33.33	50.0	0.0	7.26	0.000223
meta-question_id	7	3	0.0	0.0	0.0	8.1	0.001725	0.0	0.0	0.0	174.04	0.0	0.0	0.0	0.0	12.8	0.000514
meta-question_id	9	3	0.0	0.0	0.0	8.43	0.001471	33.33	0.0	0.0	56.75	0.0	0.0	0.0	0.0	9.91	0.000376
category	harmony	3	0.0	0.0	0.0	8.43	0.001471	33.33	0.0	0.0	56.75	0.0	0.0	0.0	0.0	9.91	0.000376
category	pitch	6	33.33	0.0	0.0	14.3	0.002943	33.33	0.0	0.0	73.8	0.0	16.67	20.0	0.0	22.06	0.000632
category	rhythm	6	16.67	0.0	0.0	15.91	0.003399	16.67	0.0	0.0	197.95	0.0	16.67	20.0	0.0	20.06	0.000737
subcategory	harmonic-recognition	3	0.0	0.0	0.0	8.43	0.001471	33.33	0.0	0.0	56.75	0.0	0.0	0.0	0.0	9.91	0.000376
subcategory	interval-recognition	3	66.67	0.0	0.0	7.36	0.001508	33.33	0.0	0.0	50.65	0.0	33.33	50.0	0.0	14.28	0.000346
subcategory	pitch-recognition	3	0.0	0.0	0.0	6.94	0.001436	33.33	0.0	0.0	23.16	0.0	0.0	0.0	0.0	7.79	0.000286
subcategory	proportion-recognition	3	0.0	0.0	0.0	8.1	0.001725	0.0	0.0	0.0	174.04	0.0	0.0	0.0	0.0	12.8	0.000514
subcategory	rhythmic-recognition	3	33.33	0.0	0.0	7.81	0.001674	33.33	0.0	0.0	23.92	0.0	33.33	50.0	0.0	7.26	0.000223
skill	interval recognition	3	66.67	0.0	0.0	7.36	0.001508	33.33	0.0	0.0	50.65	0.0	33.33	50.0	0.0	14.28	0.000346
skill	note length	3	33.33	0.0	0.0	7.81	0.001674	33.33	0.0	0.0	23.92	0.0	33.33	50.0	0.0	7.26	0.000223
skill	pitch recognition	3	0.0	0.0	0.0	6.94	0.001436	33.33	0.0	0.0	23.16	0.0	0.0	0.0	0.0	7.79	0.000286
skill	rhythm pattern	3	0.0	0.0	0.0	8.1	0.001725	0.0	0.0	0.0	174.04	0.0	0.0	0.0	0.0	12.8	0.000514
skill	tonality recognition	3	0.0	0.0	0.0	8.43	0.001471	33.33	0.0	0.0	56.75	0.0	0.0	0.0	0.0	9.91	0.000376
rel/abs	absolute	6	16.67	0.0	0.0	14.76	0.003109	33.33	0.0	0.0	47.07	0.0	16.67	20.0	0.0	15.05	0.000509
