Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-google/gemini-2.5-flash-lite	OVERALL	ALL	122	29	93	0	0	23.77	0.0	0.0	573.84	0.056742
text-only-google/gemini-2.5-flash-lite	submodality	audio.mastermix.wav	40	9	31	0	0	22.5	0.0	0.0	117.0	0.009791
text-only-google/gemini-2.5-flash-lite	submodality	symbolic.musicxml	40	8	32	0	0	20.0	0.0	0.0	171.47	0.018093
text-only-google/gemini-2.5-flash-lite	submodality	visual.short.png	42	12	30	0	0	28.57	0.0	0.0	285.36	0.028859
text-only-google/gemini-2.5-flash-lite	is_nota_correct	0	90	14	76	0	0	15.56	0.0	0.0	434.55	0.044161
text-only-google/gemini-2.5-flash-lite	is_nota_correct	1	32	15	17	0	0	46.88	0.0	0.0	139.29	0.012581
text-only-google/gemini-2.5-flash-lite	meta-question_id	0	11	2	9	0	0	18.18	0.0	0.0	31.21	0.002725
text-only-google/gemini-2.5-flash-lite	meta-question_id	1	8	1	7	0	0	12.5	0.0	0.0	51.73	0.004831
text-only-google/gemini-2.5-flash-lite	meta-question_id	2	10	3	7	0	0	30.0	0.0	0.0	68.44	0.006733
text-only-google/gemini-2.5-flash-lite	meta-question_id	3	7	3	4	0	0	42.86	0.0	0.0	48.92	0.005479
text-only-google/gemini-2.5-flash-lite	meta-question_id	4	17	2	15	0	0	11.76	0.0	0.0	44.75	0.003931
text-only-google/gemini-2.5-flash-lite	meta-question_id	5	15	3	12	0	0	20.0	0.0	0.0	29.77	0.002287
text-only-google/gemini-2.5-flash-lite	meta-question_id	6	8	3	5	0	0	37.5	0.0	0.0	39.7	0.004872
text-only-google/gemini-2.5-flash-lite	meta-question_id	7	13	3	10	0	0	23.08	0.0	0.0	69.37	0.008046
text-only-google/gemini-2.5-flash-lite	meta-question_id	8	24	6	18	0	0	25.0	0.0	0.0	164.05	0.015472
text-only-google/gemini-2.5-flash-lite	meta-question_id	9	9	3	6	0	0	33.33	0.0	0.0	25.9	0.002366
text-only-google/gemini-2.5-flash-lite	category	harmony	46	12	34	0	0	26.09	0.0	0.0	259.32	0.025884
text-only-google/gemini-2.5-flash-lite	category	pitch	36	9	27	0	0	25.0	0.0	0.0	200.3	0.019768
text-only-google/gemini-2.5-flash-lite	category	rhythm	40	8	32	0	0	20.0	0.0	0.0	114.21	0.01109
text-only-google/gemini-2.5-flash-lite	subcategory	harmony-absolute	24	6	18	0	0	25.0	0.0	0.0	164.05	0.015472
text-only-google/gemini-2.5-flash-lite	subcategory	harmony-relative	22	6	16	0	0	27.27	0.0	0.0	95.27	0.010412
text-only-google/gemini-2.5-flash-lite	subcategory	pitch-absolute	19	3	16	0	0	15.79	0.0	0.0	82.94	0.007556
text-only-google/gemini-2.5-flash-lite	subcategory	pitch-relative	17	6	11	0	0	35.29	0.0	0.0	117.37	0.012212
text-only-google/gemini-2.5-flash-lite	subcategory	rhythm-absolute	17	2	15	0	0	11.76	0.0	0.0	44.75	0.003931
text-only-google/gemini-2.5-flash-lite	subcategory	rhythm-relative	23	6	17	0	0	26.09	0.0	0.0	69.46	0.007159
text-only-google/gemini-2.5-flash-lite	skill	cadence recognition	9	3	6	0	0	33.33	0.0	0.0	25.9	0.002366
text-only-google/gemini-2.5-flash-lite	skill	chord recognition	24	6	18	0	0	25.0	0.0	0.0	164.05	0.015472
text-only-google/gemini-2.5-flash-lite	skill	interval recognition	10	3	7	0	0	30.0	0.0	0.0	68.44	0.006733
text-only-google/gemini-2.5-flash-lite	skill	interval statistics	7	3	4	0	0	42.86	0.0	0.0	48.92	0.005479
text-only-google/gemini-2.5-flash-lite	skill	note length	17	2	15	0	0	11.76	0.0	0.0	44.75	0.003931
text-only-google/gemini-2.5-flash-lite	skill	pitch recognition	11	2	9	0	0	18.18	0.0	0.0	31.21	0.002725
text-only-google/gemini-2.5-flash-lite	skill	pitch statistics	8	1	7	0	0	12.5	0.0	0.0	51.73	0.004831
text-only-google/gemini-2.5-flash-lite	skill	rhythm pattern	8	3	5	0	0	37.5	0.0	0.0	39.7	0.004872
text-only-google/gemini-2.5-flash-lite	skill	time signature	15	3	12	0	0	20.0	0.0	0.0	29.77	0.002287
text-only-google/gemini-2.5-flash-lite	skill	tonality recognition	13	3	10	0	0	23.08	0.0	0.0	69.37	0.008046
text-only-google/gemini-2.5-flash-lite	rel/abs	absolute	60	11	49	0	0	18.33	0.0	0.0	291.73	0.02696
text-only-google/gemini-2.5-flash-lite	rel/abs	relative	62	18	44	0	0	29.03	0.0	0.0	282.1	0.029783
