Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	300	46.33	34.67	27.33	30.0	42.0	25.0	34.33	23.0	31.0	37.0	34.33
submodality	audio.mastermix.wav	100	43.0	35.0	31.0	29.0	34.0	27.0	35.0	22.0	31.0	29.0	32.0
submodality	symbolic.abc.txt	100	50.0	39.0	24.0	32.0	54.0	19.0	37.0	23.0	33.0	45.0	36.0
submodality	visual.short.png	100	46.0	30.0	27.0	29.0	38.0	29.0	31.0	24.0	29.0	37.0	35.0
piece_id	Anonymous_AusMeinesHerzensGrunde	45	42.22	33.33	33.33	33.33	35.56	26.67	28.89	26.67	35.56	24.44	33.33
piece_id	Bach_IchStehAnDeinerKrippe	39	38.46	28.21	10.26	25.64	25.64	15.38	30.77	20.51	33.33	30.77	28.21
piece_id	Crueger_AufAufMeinHerzMitFreuden	21	47.62	42.86	42.86	57.14	66.67	57.14	23.81	23.81	38.1	38.1	38.1
piece_id	Drese_JesuGehVoran	21	47.62	38.1	14.29	28.57	42.86	28.57	33.33	23.81	28.57	38.1	42.86
piece_id	Gesius_BefiehlDuDeineWege	33	54.55	36.36	42.42	24.24	45.45	15.15	30.3	24.24	27.27	42.42	24.24
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	12	58.33	25.0	33.33	33.33	33.33	16.67	58.33	8.33	33.33	41.67	25.0
piece_id	Jan_DuGrosserSchmerzensmann	39	46.15	35.9	20.51	15.38	43.59	23.08	23.08	23.08	20.51	35.9	23.08
piece_id	Telemann_DerLiebenSonneLichtUndPracht	27	37.04	22.22	18.52	37.04	44.44	14.81	48.15	14.81	22.22	40.74	14.81
piece_id	Vulpius_ChristusDerIstMeinLeben	18	66.67	55.56	61.11	44.44	55.56	27.78	50.0	38.89	55.56	50.0	61.11
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	45	44.44	35.56	20.0	24.44	42.22	31.11	40.0	22.22	28.89	42.22	55.56
is_nota_correct	0	240	45.42	37.92	22.92	27.92	40.42	22.5	35.83	20.83	22.5	41.25	37.5
is_nota_correct	1	60	50.0	21.67	45.0	38.33	48.33	35.0	28.33	31.67	65.0	20.0	21.67
meta-question_id	1	30	36.67	16.67	43.33	20.0	30.0	10.0	36.67	16.67	23.33	36.67	23.33
meta-question_id	10	21	52.38	42.86	23.81	38.1	28.57	19.05	28.57	14.29	28.57	28.57	14.29
meta-question_id	11	18	44.44	55.56	22.22	16.67	44.44	38.89	44.44	22.22	27.78	33.33	33.33
meta-question_id	2	30	60.0	40.0	23.33	20.0	40.0	23.33	43.33	20.0	26.67	40.0	43.33
meta-question_id	3	30	50.0	20.0	16.67	26.67	46.67	20.0	26.67	26.67	26.67	23.33	20.0
meta-question_id	4	30	60.0	46.67	36.67	40.0	26.67	46.67	23.33	23.33	50.0	33.33	56.67
meta-question_id	5	30	43.33	36.67	30.0	36.67	43.33	10.0	36.67	13.33	20.0	40.0	36.67
meta-question_id	6	30	40.0	23.33	36.67	53.33	66.67	43.33	60.0	43.33	60.0	50.0	56.67
meta-question_id	7	30	53.33	46.67	30.0	36.67	70.0	33.33	36.67	30.0	33.33	60.0	40.0
meta-question_id	8	30	23.33	30.0	6.67	6.67	16.67	10.0	13.33	13.33	13.33	23.33	10.0
meta-question_id	9	21	47.62	33.33	28.57	33.33	47.62	23.81	28.57	28.57	28.57	33.33	38.1
category	harmony	60	48.33	43.33	25.0	30.0	40.0	26.67	33.33	21.67	28.33	31.67	28.33
category	pitch	120	51.67	30.83	30.0	26.67	35.83	25.0	32.5	21.67	31.67	33.33	35.83
category	rhythm	120	40.0	34.17	25.83	33.33	49.17	24.17	36.67	25.0	31.67	43.33	35.83
subcategory	harmonic-recognition	60	48.33	43.33	25.0	30.0	40.0	26.67	33.33	21.67	28.33	31.67	28.33
