Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	20.0	0.0	0.0	37.77	0.007881	26.67	0.0	0.0	49.98	0.001753
submodality	audio.mastermix.wav	5	20.0	0.0	0.0	12.35	0.001924	20.0	0.0	0.0	15.9	0.000528
submodality	symbolic.abc.txt	5	20.0	0.0	0.0	13.48	0.003128	20.0	0.0	0.0	19.33	0.000689
submodality	visual.short.png	5	20.0	0.0	0.0	11.93	0.002828	40.0	0.0	0.0	14.75	0.000536
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	16.67	0.0	0.0	14.46	0.003268	0.0	0.0	0.0	22.19	0.00079
piece_id	Drese_JesuGehVoran	3	0.0	0.0	0.0	7.97	0.001522	66.67	0.0	0.0	7.6	0.000255
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	0.0	0.0	0.0	8.31	0.001793	0.0	0.0	0.0	7.8	0.000277
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	66.67	0.0	0.0	7.04	0.001297	66.67	0.0	0.0	12.4	0.000431
is_nota_correct	0	12	25.0	0.0	0.0	30.89	0.006649	33.33	0.0	0.0	41.0	0.001454
is_nota_correct	1	3	0.0	0.0	0.0	6.88	0.001232	0.0	0.0	0.0	8.98	0.000299
meta-question_id	1	3	0.0	0.0	0.0	8.31	0.001793	0.0	0.0	0.0	7.8	0.000277
meta-question_id	3	3	33.33	0.0	0.0	6.88	0.001557	0.0	0.0	0.0	7.56	0.000238
meta-question_id	5	3	0.0	0.0	0.0	7.97	0.001522	66.67	0.0	0.0	7.6	0.000255
meta-question_id	7	3	0.0	0.0	0.0	7.58	0.001711	0.0	0.0	0.0	14.62	0.000552
meta-question_id	9	3	66.67	0.0	0.0	7.04	0.001297	66.67	0.0	0.0	12.4	0.000431
category	harmony	3	66.67	0.0	0.0	7.04	0.001297	66.67	0.0	0.0	12.4	0.000431
category	pitch	6	16.67	0.0	0.0	15.19	0.00335	0.0	0.0	0.0	15.36	0.000515
category	rhythm	6	0.0	0.0	0.0	15.54	0.003234	33.33	0.0	0.0	22.22	0.000807
subcategory	harmonic-recognition	3	66.67	0.0	0.0	7.04	0.001297	66.67	0.0	0.0	12.4	0.000431
subcategory	interval-recognition	3	33.33	0.0	0.0	6.88	0.001557	0.0	0.0	0.0	7.56	0.000238
subcategory	pitch-recognition	3	0.0	0.0	0.0	8.31	0.001793	0.0	0.0	0.0	7.8	0.000277
subcategory	proportion-recognition	3	0.0	0.0	0.0	7.58	0.001711	0.0	0.0	0.0	14.62	0.000552
subcategory	rhythmic-recognition	3	0.0	0.0	0.0	7.97	0.001522	66.67	0.0	0.0	7.6	0.000255
skill	interval recognition	3	33.33	0.0	0.0	6.88	0.001557	0.0	0.0	0.0	7.56	0.000238
skill	note length	3	0.0	0.0	0.0	7.97	0.001522	66.67	0.0	0.0	7.6	0.000255
skill	pitch recognition	3	0.0	0.0	0.0	8.31	0.001793	0.0	0.0	0.0	7.8	0.000277
skill	rhythm pattern	3	0.0	0.0	0.0	7.58	0.001711	0.0	0.0	0.0	14.62	0.000552
skill	tonality recognition	3	66.67	0.0	0.0	7.04	0.001297	66.67	0.0	0.0	12.4	0.000431
rel/abs	absolute	6	0.0	0.0	0.0	16.27	0.003315	33.33	0.0	0.0	15.39	0.000532
rel/abs	relative	9	33.33	0.0	0.0	21.5	0.004566	22.22	0.0	0.0	34.59	0.001221
specification	harmony-relative	3	66.67	0.0	0.0	7.04	0.001297	66.67	0.0	0.0	12.4	0.000431
specification	pitch-absolute	3	0.0	0.0	0.0	8.31	0.001793	0.0	0.0	0.0	7.8	0.000277
specification	pitch-relative	3	33.33	0.0	0.0	6.88	0.001557	0.0	0.0	0.0	7.56	0.000238
specification	rhythm-absolute	3	0.0	0.0	0.0	7.97	0.001522	66.67	0.0	0.0	7.6	0.000255
specification	rhythm-relative	3	0.0	0.0	0.0	7.58	0.001711	0.0	0.0	0.0	14.62	0.000552
