Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
aggregate-gpt-4o	OVERALL	ALL	106	37	69	2	0	34.91	2.9	0.0	513.42	2.700235
aggregate-gpt-4o	submodality	audio.mastermix.wav	33	10	23	0	0	30.3	0.0	0.0	264.4	0.59114
aggregate-gpt-4o	submodality	symbolic.musicxml	38	16	22	0	0	42.11	0.0	0.0	178.28	2.03671
aggregate-gpt-4o	submodality	visual.short.png	35	11	24	2	0	31.43	8.33	0.0	70.74	0.072385
aggregate-gpt-4o	piece_id	Anonymous_AusMeinesHerzensGrunde	16	1	15	1	0	6.25	6.67	0.0	103.99	0.533618
aggregate-gpt-4o	piece_id	Bach_IchStehAnDeinerKrippe	12	4	8	0	0	33.33	0.0	0.0	57.47	0.312962
aggregate-gpt-4o	piece_id	Crueger_AufAufMeinHerzMitFreuden	11	5	6	1	0	45.45	16.67	0.0	57.62	0.276718
aggregate-gpt-4o	piece_id	Drese_JesuGehVoran	3	3	0	0	0	100.0	0.0	0.0	11.92	0.060338
aggregate-gpt-4o	piece_id	Gesius_BefiehlDuDeineWege	15	7	8	0	0	46.67	0.0	0.0	63.5	0.377405
aggregate-gpt-4o	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	17	4	13	0	0	23.53	0.0	0.0	86.07	0.4545
aggregate-gpt-4o	piece_id	Jan_DuGrosserSchmerzensmann	6	1	5	0	0	16.67	0.0	0.0	27.36	0.158975
aggregate-gpt-4o	piece_id	Telemann_DerLiebenSonneLichtUndPracht	4	1	3	0	0	25.0	0.0	0.0	24.44	0.112575
aggregate-gpt-4o	piece_id	Vulpius_ChristusDerIstMeinLeben	11	8	3	0	0	72.73	0.0	0.0	42.55	0.210987
aggregate-gpt-4o	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	11	3	8	0	0	27.27	0.0	0.0	38.51	0.202157
aggregate-gpt-4o	is_nota_correct	0	90	32	58	0	0	35.56	0.0	0.0	444.05	2.23049
aggregate-gpt-4o	is_nota_correct	1	16	5	11	2	0	31.25	18.18	0.0	69.37	0.469745
aggregate-gpt-4o	meta-question_id	0	9	3	6	0	0	33.33	0.0	0.0	41.5	0.241568
aggregate-gpt-4o	meta-question_id	1	7	2	5	0	0	28.57	0.0	0.0	27.2	0.135767
aggregate-gpt-4o	meta-question_id	2	9	0	9	0	0	0.0	0.0	0.0	50.58	0.244048
aggregate-gpt-4o	meta-question_id	3	7	5	2	0	0	71.43	0.0	0.0	31.94	0.175105
aggregate-gpt-4o	meta-question_id	4	16	3	13	1	0	18.75	7.69	0.0	68.63	0.34939
aggregate-gpt-4o	meta-question_id	5	13	8	5	0	0	61.54	0.0	0.0	51.92	0.323703
aggregate-gpt-4o	meta-question_id	6	8	2	6	0	0	25.0	0.0	0.0	39.97	0.249195
aggregate-gpt-4o	meta-question_id	7	10	8	2	0	0	80.0	0.0	0.0	45.17	0.21976
aggregate-gpt-4o	meta-question_id	8	19	5	14	1	0	26.32	7.14	0.0	101.8	0.471135
aggregate-gpt-4o	meta-question_id	9	8	1	7	0	0	12.5	0.0	0.0	54.72	0.290565
aggregate-gpt-4o	category	harmony	37	14	23	1	0	37.84	4.35	0.0	201.69	0.98146
aggregate-gpt-4o	category	pitch	32	10	22	0	0	31.25	0.0	0.0	151.22	0.796488
aggregate-gpt-4o	category	rhythm	37	13	24	1	0	35.14	4.17	0.0	160.51	0.922287
aggregate-gpt-4o	subcategory	harmony-absolute	19	5	14	1	0	26.32	7.14	0.0	101.8	0.471135
aggregate-gpt-4o	subcategory	harmony-relative	18	9	9	0	0	50.0	0.0	0.0	99.89	0.510325
aggregate-gpt-4o	subcategory	pitch-absolute	16	5	11	0	0	31.25	0.0	0.0	68.7	0.377335
aggregate-gpt-4o	subcategory	pitch-relative	16	5	11	0	0	31.25	0.0	0.0	82.52	0.419152
aggregate-gpt-4o	subcategory	rhythm-absolute	16	3	13	1	0	18.75	7.69	0.0	68.63	0.34939
aggregate-gpt-4o	subcategory	rhythm-relative	21	10	11	0	0	47.62	0.0	0.0	91.89	0.572897
aggregate-gpt-4o	skill	cadence recognition	8	1	7	0	0	12.5	0.0	0.0	54.72	0.290565
aggregate-gpt-4o	skill	chord recognition	19	5	14	1	0	26.32	7.14	0.0	101.8	0.471135
aggregate-gpt-4o	skill	interval recognition	9	0	9	0	0	0.0	0.0	0.0	50.58	0.244048
aggregate-gpt-4o	skill	interval statistics	7	5	2	0	0	71.43	0.0	0.0	31.94	0.175105
aggregate-gpt-4o	skill	note length	16	3	13	1	0	18.75	7.69	0.0	68.63	0.34939
aggregate-gpt-4o	skill	pitch recognition	9	3	6	0	0	33.33	0.0	0.0	41.5	0.241568
aggregate-gpt-4o	skill	pitch statistics	7	2	5	0	0	28.57	0.0	0.0	27.2	0.135767
aggregate-gpt-4o	skill	rhythm pattern	8	2	6	0	0	25.0	0.0	0.0	39.97	0.249195
aggregate-gpt-4o	skill	time signature	13	8	5	0	0	61.54	0.0	0.0	51.92	0.323703
aggregate-gpt-4o	skill	tonality recognition	10	8	2	0	0	80.0	0.0	0.0	45.17	0.21976
aggregate-gpt-4o	rel/abs	absolute	51	13	38	2	0	25.49	5.26	0.0	239.13	1.19786
aggregate-gpt-4o	rel/abs	relative	55	24	31	0	0	43.64	0.0	0.0	274.29	1.502375
