Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	300	29.33	30.67
submodality	audio.mastermix.wav	100	37.0	32.0
submodality	symbolic.abc.txt	100	25.0	32.0
submodality	visual.short.png	100	26.0	28.0
piece_id	Anonymous_AusMeinesHerzensGrunde	33	9.09	18.18
piece_id	Bach_IchStehAnDeinerKrippe	45	33.33	42.22
piece_id	Crueger_AufAufMeinHerzMitFreuden	12	33.33	16.67
piece_id	Drese_JesuGehVoran	30	23.33	30.0
piece_id	Gesius_BefiehlDuDeineWege	24	29.17	37.5
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	27	37.04	22.22
piece_id	Jan_DuGrosserSchmerzensmann	51	27.45	25.49
piece_id	Telemann_DerLiebenSonneLichtUndPracht	33	30.3	30.3
piece_id	Vulpius_ChristusDerIstMeinLeben	18	44.44	33.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27	37.04	44.44
is_nota_correct	0	240	27.08	22.5
is_nota_correct	1	60	38.33	63.33
meta-question_id	1	30	23.33	13.33
meta-question_id	10	21	4.76	28.57
meta-question_id	11	18	27.78	16.67
meta-question_id	2	30	26.67	36.67
meta-question_id	3	30	30.0	36.67
meta-question_id	4	30	36.67	40.0
meta-question_id	5	30	33.33	26.67
meta-question_id	6	30	63.33	63.33
meta-question_id	7	30	40.0	23.33
meta-question_id	8	30	6.67	10.0
meta-question_id	9	21	19.05	38.1
category	harmony	60	16.67	28.33
category	pitch	120	29.17	31.67
category	rhythm	120	35.83	30.83
subcategory	harmonic-recognition	60	16.67	28.33
subcategory	interval-recognition	60	33.33	38.33
subcategory	pitch-recognition	60	25.0	25.0
subcategory	proportion-recognition	60	23.33	16.67
subcategory	rhythmic-recognition	60	48.33	45.0
skill	cadence recognition	18	27.78	16.67
skill	chord recognition	21	4.76	28.57
skill	interval recognition	30	30.0	36.67
skill	interval statistics	30	36.67	40.0
skill	note length	30	33.33	26.67
skill	note length statistics	30	63.33	63.33
skill	pitch recognition	30	23.33	13.33
skill	pitch statistics	30	26.67	36.67
skill	rhythm pattern	30	40.0	23.33
skill	rhythm pattern statistics	30	6.67	10.0
skill	tonality recognition	21	19.05	38.1
rel/abs	absolute	141	31.91	34.04
rel/abs	relative	159	27.04	27.67
specification	harmony-absolute	21	4.76	28.57
specification	harmony-relative	39	23.08	28.21
specification	pitch-absolute	60	25.0	25.0
specification	pitch-relative	60	33.33	38.33
specification	rhythm-absolute	60	48.33	45.0
specification	rhythm-relative	60	23.33	16.67
