Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	75	20.0	29.33
submodality	audio.mastermix.wav	25	36.0	24.0
submodality	symbolic.abc.txt	25	8.0	40.0
submodality	visual.short.png	25	16.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	9	22.22	11.11
piece_id	Bach_IchStehAnDeinerKrippe	9	0.0	22.22
piece_id	Drese_JesuGehVoran	12	16.67	33.33
piece_id	Gesius_BefiehlDuDeineWege	3	66.67	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	0.0	66.67
piece_id	Jan_DuGrosserSchmerzensmann	15	20.0	46.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	9	44.44	22.22
piece_id	Vulpius_ChristusDerIstMeinLeben	3	0.0	0.0
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	12	16.67	25.0
is_nota_correct	0	60	18.33	28.33
is_nota_correct	1	15	26.67	33.33
meta-question_id	1	9	22.22	33.33
meta-question_id	10	6	33.33	50.0
meta-question_id	11	3	0.0	33.33
meta-question_id	2	6	16.67	50.0
meta-question_id	3	9	33.33	11.11
meta-question_id	4	6	16.67	50.0
meta-question_id	5	9	44.44	44.44
meta-question_id	6	6	16.67	33.33
meta-question_id	7	9	0.0	11.11
meta-question_id	8	6	0.0	0.0
meta-question_id	9	6	16.67	16.67
category	harmony	15	20.0	33.33
category	pitch	30	23.33	33.33
category	rhythm	30	16.67	23.33
subcategory	harmonic-recognition	15	20.0	33.33
subcategory	interval-recognition	15	26.67	26.67
subcategory	pitch-recognition	15	20.0	40.0
subcategory	proportion-recognition	15	0.0	6.67
subcategory	rhythmic-recognition	15	33.33	40.0
skill	cadence recognition	3	0.0	33.33
skill	chord recognition	6	33.33	50.0
skill	interval recognition	9	33.33	11.11
skill	interval statistics	6	16.67	50.0
skill	note length	9	44.44	44.44
skill	note length statistics	6	16.67	33.33
skill	pitch recognition	9	22.22	33.33
skill	pitch statistics	6	16.67	50.0
skill	rhythm pattern	9	0.0	11.11
skill	rhythm pattern statistics	6	0.0	0.0
skill	tonality recognition	6	16.67	16.67
rel/abs	absolute	36	27.78	41.67
rel/abs	relative	39	12.82	17.95
specification	harmony-absolute	6	33.33	50.0
specification	harmony-relative	9	11.11	22.22
specification	pitch-absolute	15	20.0	40.0
specification	pitch-relative	15	26.67	26.67
specification	rhythm-absolute	15	33.33	40.0
specification	rhythm-relative	15	0.0	6.67
