Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-aggregate-gpt-4o	OVERALL	ALL	108	13	95	27	38	12.04	28.42	40.0	11072.91	0.179102
text-only-aggregate-gpt-4o	submodality	audio.mastermix.wav	37	0	37	0	37	0.0	0.0	100.0	10524.76	0.0
text-only-aggregate-gpt-4o	submodality	symbolic.musicxml	36	9	27	2	0	25.0	7.41	0.0	190.13	0.138863
text-only-aggregate-gpt-4o	submodality	visual.short.png	35	4	31	25	1	11.43	80.65	3.23	358.03	0.04024
text-only-aggregate-gpt-4o	piece_id	Anonymous_AusMeinesHerzensGrunde	15	0	15	3	5	0.0	20.0	33.33	1434.61	0.02476
text-only-aggregate-gpt-4o	piece_id	Bach_IchStehAnDeinerKrippe	23	5	18	5	9	21.74	27.78	50.0	2604.22	0.03587
text-only-aggregate-gpt-4o	piece_id	Crueger_AufAufMeinHerzMitFreuden	14	2	12	4	5	14.29	33.33	41.67	1665.04	0.022143
text-only-aggregate-gpt-4o	piece_id	Drese_JesuGehVoran	7	1	6	2	2	14.29	33.33	33.33	566.46	0.01169
text-only-aggregate-gpt-4o	piece_id	Gesius_BefiehlDuDeineWege	9	0	9	2	3	0.0	22.22	33.33	821.9	0.013902
text-only-aggregate-gpt-4o	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	16	1	15	3	6	6.25	20.0	40.0	1680.79	0.02762
text-only-aggregate-gpt-4o	piece_id	Jan_DuGrosserSchmerzensmann	4	1	3	2	1	25.0	66.67	33.33	273.18	0.005215
text-only-aggregate-gpt-4o	piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	1	2	1	1	33.33	50.0	50.0	277.83	0.004242
text-only-aggregate-gpt-4o	piece_id	Vulpius_ChristusDerIstMeinLeben	3	1	2	1	1	33.33	50.0	50.0	297.57	0.006032
text-only-aggregate-gpt-4o	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	14	1	13	4	5	7.14	30.77	38.46	1451.31	0.027627
text-only-aggregate-gpt-4o	is_nota_correct	0	90	9	81	23	31	10.0	28.4	38.27	8936.23	0.154385
text-only-aggregate-gpt-4o	is_nota_correct	1	18	4	14	4	7	22.22	28.57	50.0	2136.69	0.024717
text-only-aggregate-gpt-4o	meta-question_id	0	11	2	9	0	3	18.18	0.0	33.33	885.93	0.021042
text-only-aggregate-gpt-4o	meta-question_id	1	6	0	6	1	2	0.0	16.67	33.33	557.07	0.00847
text-only-aggregate-gpt-4o	meta-question_id	2	10	0	10	2	5	0.0	20.0	50.0	1459.13	0.015963
text-only-aggregate-gpt-4o	meta-question_id	3	9	4	5	1	3	44.44	20.0	60.0	889.79	0.015532
text-only-aggregate-gpt-4o	meta-question_id	4	18	1	17	6	6	5.56	35.29	35.29	1707.39	0.028115
text-only-aggregate-gpt-4o	meta-question_id	5	10	2	8	2	4	20.0	25.0	50.0	1150.84	0.016637
text-only-aggregate-gpt-4o	meta-question_id	6	7	0	7	1	3	0.0	14.29	42.86	969.83	0.01196
text-only-aggregate-gpt-4o	meta-question_id	7	12	0	12	4	4	0.0	33.33	33.33	1261.63	0.021088
text-only-aggregate-gpt-4o	meta-question_id	8	18	2	16	7	6	11.11	43.75	37.5	1632.93	0.029392
text-only-aggregate-gpt-4o	meta-question_id	9	7	2	5	3	2	28.57	60.0	40.0	558.37	0.010902
text-only-aggregate-gpt-4o	category	harmony	37	4	33	14	12	10.81	42.42	36.36	3452.94	0.061383
text-only-aggregate-gpt-4o	category	pitch	36	6	30	4	13	16.67	13.33	43.33	3791.92	0.061008
text-only-aggregate-gpt-4o	category	rhythm	35	3	32	9	13	8.57	28.12	40.62	3828.06	0.056713
text-only-aggregate-gpt-4o	subcategory	harmony-absolute	18	2	16	7	6	11.11	43.75	37.5	1632.93	0.029392
text-only-aggregate-gpt-4o	subcategory	harmony-relative	19	2	17	7	6	10.53	41.18	35.29	1820.0	0.03199
text-only-aggregate-gpt-4o	subcategory	pitch-absolute	17	2	15	1	5	11.76	6.67	33.33	1443.0	0.029513
text-only-aggregate-gpt-4o	subcategory	pitch-relative	19	4	15	3	8	21.05	20.0	53.33	2348.92	0.031495
text-only-aggregate-gpt-4o	subcategory	rhythm-absolute	18	1	17	6	6	5.56	35.29	35.29	1707.39	0.028115
text-only-aggregate-gpt-4o	subcategory	rhythm-relative	17	2	15	3	7	11.76	20.0	46.67	2120.67	0.028598
