Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001
OVERALL	ALL	75	40.0	29.33	22.67
submodality	audio.mastermix.wav	25	32.0	28.0	20.0
submodality	symbolic.abc.txt	25	48.0	24.0	32.0
submodality	visual.short.png	25	40.0	36.0	16.0
piece_id	Anonymous_AusMeinesHerzensGrunde	12	25.0	41.67	25.0
piece_id	Bach_IchStehAnDeinerKrippe	15	40.0	33.33	13.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	33.33	0.0	33.33
piece_id	Gesius_BefiehlDuDeineWege	3	100.0	0.0	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	33.33	33.33	33.33
piece_id	Jan_DuGrosserSchmerzensmann	18	33.33	27.78	11.11
piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	66.67	33.33	33.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	16.67	33.33	33.33
is_nota_correct	0	60	38.33	25.0	18.33
is_nota_correct	1	15	46.67	46.67	40.0
meta-question_id	1	9	11.11	0.0	22.22
meta-question_id	10	6	33.33	16.67	33.33
meta-question_id	11	3	33.33	0.0	0.0
meta-question_id	2	6	16.67	0.0	0.0
meta-question_id	3	9	55.56	33.33	22.22
meta-question_id	4	6	100.0	66.67	66.67
meta-question_id	5	9	22.22	22.22	22.22
meta-question_id	6	6	83.33	66.67	33.33
meta-question_id	7	9	44.44	44.44	11.11
meta-question_id	8	6	0.0	0.0	0.0
meta-question_id	9	6	50.0	66.67	33.33
category	harmony	15	40.0	33.33	26.67
category	pitch	30	43.33	23.33	26.67
category	rhythm	30	36.67	33.33	16.67
subcategory	harmonic-recognition	15	40.0	33.33	26.67
subcategory	interval-recognition	15	73.33	46.67	40.0
subcategory	pitch-recognition	15	13.33	0.0	13.33
subcategory	proportion-recognition	15	26.67	26.67	6.67
subcategory	rhythmic-recognition	15	46.67	40.0	26.67
skill	cadence recognition	3	33.33	0.0	0.0
skill	chord recognition	6	33.33	16.67	33.33
skill	interval recognition	9	55.56	33.33	22.22
skill	interval statistics	6	100.0	66.67	66.67
skill	note length	9	22.22	22.22	22.22
skill	note length statistics	6	83.33	66.67	33.33
skill	pitch recognition	9	11.11	0.0	22.22
skill	pitch statistics	6	16.67	0.0	0.0
skill	rhythm pattern	9	44.44	44.44	11.11
skill	rhythm pattern statistics	6	0.0	0.0	0.0
skill	tonality recognition	6	50.0	66.67	33.33
rel/abs	absolute	36	30.56	19.44	22.22
rel/abs	relative	39	48.72	38.46	23.08
specification	harmony-absolute	6	33.33	16.67	33.33
specification	harmony-relative	9	44.44	44.44	22.22
specification	pitch-absolute	15	13.33	0.0	13.33
specification	pitch-relative	15	73.33	46.67	40.0
specification	rhythm-absolute	15	46.67	40.0	26.67
specification	rhythm-relative	15	26.67	26.67	6.67
