Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	300	47.0	31.0	29.67	33.0	41.0	24.0	35.33	25.33	27.33	36.67	40.67
submodality	audio.mastermix.wav	100	30.0	28.0	32.0	25.0	31.0	31.0	31.0	29.0	32.0	28.0	35.0
submodality	symbolic.abc.txt	100	63.0	29.0	31.0	39.0	60.0	20.0	46.0	22.0	26.0	50.0	45.0
submodality	visual.short.png	100	48.0	36.0	26.0	35.0	32.0	21.0	29.0	25.0	24.0	32.0	42.0
piece_id	Anonymous_AusMeinesHerzensGrunde	30	40.0	33.33	26.67	30.0	30.0	33.33	40.0	36.67	30.0	36.67	36.67
piece_id	Bach_IchStehAnDeinerKrippe	33	36.36	24.24	30.3	27.27	30.3	9.09	21.21	15.15	24.24	18.18	27.27
piece_id	Crueger_AufAufMeinHerzMitFreuden	33	39.39	30.3	30.3	39.39	39.39	27.27	30.3	24.24	15.15	42.42	33.33
piece_id	Drese_JesuGehVoran	33	45.45	24.24	18.18	24.24	36.36	15.15	42.42	15.15	18.18	39.39	42.42
piece_id	Gesius_BefiehlDuDeineWege	30	56.67	33.33	33.33	40.0	43.33	26.67	26.67	30.0	43.33	30.0	46.67
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	21	42.86	38.1	42.86	52.38	47.62	28.57	38.1	14.29	38.1	28.57	42.86
piece_id	Jan_DuGrosserSchmerzensmann	30	53.33	36.67	43.33	36.67	43.33	26.67	23.33	20.0	26.67	46.67	40.0
piece_id	Telemann_DerLiebenSonneLichtUndPracht	33	42.42	33.33	12.12	27.27	33.33	21.21	54.55	30.3	15.15	51.52	48.48
piece_id	Vulpius_ChristusDerIstMeinLeben	30	63.33	26.67	36.67	26.67	53.33	13.33	43.33	20.0	26.67	36.67	50.0
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27	51.85	33.33	29.63	33.33	59.26	44.44	33.33	48.15	44.44	33.33	40.74
is_nota_correct	0	240	47.5	35.42	28.33	35.0	42.5	21.67	40.0	25.42	22.5	41.25	42.08
is_nota_correct	1	60	45.0	13.33	35.0	25.0	35.0	33.33	16.67	25.0	46.67	18.33	35.0
meta-question_id	1	30	43.33	23.33	33.33	23.33	36.67	30.0	26.67	20.0	20.0	26.67	36.67
meta-question_id	10	21	47.62	47.62	52.38	42.86	28.57	19.05	47.62	47.62	38.1	38.1	42.86
meta-question_id	11	18	27.78	11.11	11.11	16.67	27.78	22.22	16.67	0.0	5.56	11.11	5.56
meta-question_id	2	30	60.0	33.33	10.0	40.0	43.33	16.67	33.33	26.67	23.33	50.0	60.0
meta-question_id	3	30	36.67	20.0	26.67	26.67	33.33	16.67	16.67	13.33	16.67	40.0	20.0
meta-question_id	4	30	46.67	43.33	30.0	33.33	46.67	20.0	50.0	26.67	30.0	33.33	43.33
meta-question_id	5	30	50.0	36.67	43.33	36.67	46.67	20.0	30.0	23.33	33.33	40.0	50.0
meta-question_id	6	30	60.0	40.0	46.67	53.33	66.67	53.33	70.0	46.67	60.0	46.67	60.0
meta-question_id	7	30	43.33	26.67	20.0	36.67	50.0	23.33	33.33	30.0	20.0	33.33	46.67
meta-question_id	8	30	30.0	16.67	20.0	13.33	16.67	0.0	10.0	6.67	20.0	23.33	16.67
meta-question_id	9	21	71.43	42.86	33.33	38.1	47.62	47.62	57.14	38.1	28.57	57.14	57.14
category	harmony	60	50.0	35.0	33.33	33.33	35.0	30.0	41.67	30.0	25.0	36.67	36.67
category	pitch	120	46.67	30.0	25.0	30.83	40.0	20.83	31.67	21.67	22.5	37.5	40.0
category	rhythm	120	45.83	30.0	32.5	35.0	45.0	24.17	35.83	26.67	33.33	35.83	43.33
subcategory	harmonic-recognition	60	50.0	35.0	33.33	33.33	35.0	30.0	41.67	30.0	25.0	36.67	36.67
subcategory	interval-recognition	60	41.67	31.67	28.33	30.0	40.0	18.33	33.33	20.0	23.33	36.67	31.67
subcategory	pitch-recognition	60	51.67	28.33	21.67	31.67	40.0	23.33	30.0	23.33	21.67	38.33	48.33
subcategory	proportion-recognition	60	36.67	21.67	20.0	25.0	33.33	11.67	21.67	18.33	20.0	28.33	31.67
