Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	aggregate-mistral	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001	google_gemini-2.5-flash-lite	aggregate-gpt-4o
OVERALL	ALL	15	33.33	26.67	33.33	33.33	60.0	20.0
submodality	audio.mastermix.wav	5	20.0	20.0	20.0	20.0	60.0	0.0
submodality	symbolic.abc.txt	5	80.0	40.0	60.0	40.0	80.0	20.0
submodality	visual.short.png	5	0.0	20.0	20.0	40.0	40.0	40.0
piece_id	Bach_IchStehAnDeinerKrippe	3	66.67	0.0	0.0	0.0	100.0	0.0
piece_id	Drese_JesuGehVoran	3	33.33	66.67	33.33	66.67	100.0	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	33.33	0.0	33.33	0.0	33.33	33.33
piece_id	Jan_DuGrosserSchmerzensmann	3	33.33	66.67	66.67	33.33	33.33	33.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	0.0	0.0	33.33	66.67	33.33	0.0
is_nota_correct	0	12	33.33	25.0	25.0	33.33	66.67	25.0
is_nota_correct	1	3	33.33	33.33	66.67	33.33	33.33	0.0
meta-question_id	1	3	33.33	66.67	33.33	66.67	100.0	33.33
meta-question_id	3	3	33.33	0.0	33.33	0.0	33.33	33.33
meta-question_id	5	3	33.33	66.67	66.67	33.33	33.33	33.33
meta-question_id	7	3	0.0	0.0	33.33	66.67	33.33	0.0
meta-question_id	9	3	66.67	0.0	0.0	0.0	100.0	0.0
category	harmony	3	66.67	0.0	0.0	0.0	100.0	0.0
category	pitch	6	33.33	33.33	33.33	33.33	66.67	33.33
category	rhythm	6	16.67	33.33	50.0	50.0	33.33	16.67
subcategory	harmonic-recognition	3	66.67	0.0	0.0	0.0	100.0	0.0
subcategory	interval-recognition	3	33.33	0.0	33.33	0.0	33.33	33.33
subcategory	pitch-recognition	3	33.33	66.67	33.33	66.67	100.0	33.33
subcategory	proportion-recognition	3	0.0	0.0	33.33	66.67	33.33	0.0
subcategory	rhythmic-recognition	3	33.33	66.67	66.67	33.33	33.33	33.33
skill	interval recognition	3	33.33	0.0	33.33	0.0	33.33	33.33
skill	note length	3	33.33	66.67	66.67	33.33	33.33	33.33
skill	pitch recognition	3	33.33	66.67	33.33	66.67	100.0	33.33
skill	rhythm pattern	3	0.0	0.0	33.33	66.67	33.33	0.0
skill	tonality recognition	3	66.67	0.0	0.0	0.0	100.0	0.0
rel/abs	absolute	6	33.33	66.67	50.0	50.0	66.67	33.33
rel/abs	relative	9	33.33	0.0	22.22	22.22	55.56	11.11
specification	harmony-relative	3	66.67	0.0	0.0	0.0	100.0	0.0
specification	pitch-absolute	3	33.33	66.67	33.33	66.67	100.0	33.33
specification	pitch-relative	3	33.33	0.0	33.33	0.0	33.33	33.33
specification	rhythm-absolute	3	33.33	66.67	66.67	33.33	33.33	33.33
specification	rhythm-relative	3	0.0	0.0	33.33	66.67	33.33	0.0
