Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	150	28.67	0.93	0.0	391.05	0.079021	16.0	0.0	0.0	1870.49	0.0	22.67	12.93	0.0	403.69	0.013774
submodality	audio.mastermix.wav	50	26.0	0.0	0.0	118.13	0.02068	18.0	0.0	0.0	258.23	0.0	14.0	2.33	0.0	142.12	0.004957
submodality	symbolic.abc.txt	50	26.0	0.0	0.0	138.63	0.029098	18.0	0.0	0.0	1015.72	0.0	22.0	20.51	0.0	136.79	0.004541
submodality	visual.short.png	50	34.0	3.03	0.0	134.28	0.029243	12.0	0.0	0.0	596.54	0.0	32.0	17.65	0.0	124.79	0.004276
piece_id	Anonymous_AusMeinesHerzensGrunde	39	28.21	0.0	0.0	107.57	0.020701	15.38	0.0	0.0	351.49	0.0	17.95	15.62	0.0	105.69	0.003591
piece_id	Bach_IchStehAnDeinerKrippe	12	41.67	14.29	0.0	29.7	0.006294	0.0	0.0	0.0	127.61	0.0	33.33	37.5	0.0	29.36	0.000993
piece_id	Crueger_AufAufMeinHerzMitFreuden	9	44.44	0.0	0.0	27.81	0.005278	22.22	0.0	0.0	108.82	0.0	22.22	28.57	0.0	20.55	0.000718
piece_id	Drese_JesuGehVoran	9	22.22	0.0	0.0	23.66	0.005051	44.44	0.0	0.0	70.33	0.0	44.44	0.0	0.0	21.43	0.000714
piece_id	Gesius_BefiehlDuDeineWege	9	22.22	0.0	0.0	23.14	0.004476	11.11	0.0	0.0	103.66	0.0	11.11	0.0	0.0	31.74	0.001215
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	9	11.11	0.0	0.0	19.52	0.004016	33.33	0.0	0.0	268.13	0.0	22.22	14.29	0.0	21.09	0.00073
piece_id	Jan_DuGrosserSchmerzensmann	18	11.11	0.0	0.0	44.11	0.009368	16.67	0.0	0.0	369.44	0.0	33.33	8.33	0.0	56.9	0.002011
