Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-aggregate-gpt-4o	OVERALL	ALL	447	43	404	125	149	9.62	30.94	36.88	4756.71	0.765342
text-only-aggregate-gpt-4o	submodality	audio.mastermix.wav	149	0	149	0	149	0.0	0.0	100.0	3243.07	0.0
text-only-aggregate-gpt-4o	submodality	symbolic.musicxml	151	39	112	7	0	25.83	6.25	0.0	1170.08	0.605207
text-only-aggregate-gpt-4o	submodality	visual.short.png	147	4	143	118	0	2.72	82.52	0.0	343.56	0.160135
text-only-aggregate-gpt-4o	piece_id	Anonymous_AusMeinesHerzensGrunde	43	5	38	14	14	11.63	36.84	36.84	426.57	0.066845
text-only-aggregate-gpt-4o	piece_id	Bach_IchStehAnDeinerKrippe	57	3	54	21	18	5.26	38.89	33.33	547.9	0.09377
text-only-aggregate-gpt-4o	piece_id	Crueger_AufAufMeinHerzMitFreuden	38	1	37	8	13	2.63	21.62	35.14	425.94	0.06182
text-only-aggregate-gpt-4o	piece_id	Drese_JesuGehVoran	29	4	25	7	9	13.79	28.0	36.0	315.77	0.053315
text-only-aggregate-gpt-4o	piece_id	Gesius_BefiehlDuDeineWege	47	3	44	13	15	6.38	29.55	34.09	431.61	0.076952
text-only-aggregate-gpt-4o	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	43	6	37	14	15	13.95	37.84	40.54	467.77	0.066245
text-only-aggregate-gpt-4o	piece_id	Jan_DuGrosserSchmerzensmann	43	2	41	10	14	4.65	24.39	34.15	467.82	0.071802
text-only-aggregate-gpt-4o	piece_id	Telemann_DerLiebenSonneLichtUndPracht	49	9	40	12	16	18.37	30.0	40.0	525.3	0.092753
text-only-aggregate-gpt-4o	piece_id	Vulpius_ChristusDerIstMeinLeben	63	7	56	16	23	11.11	28.57	41.07	766.42	0.11439
text-only-aggregate-gpt-4o	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	35	3	32	10	12	8.57	31.25	37.5	381.61	0.06745
text-only-aggregate-gpt-4o	is_nota_correct	0	360	27	333	103	120	7.5	30.93	36.04	3809.53	0.608242
text-only-aggregate-gpt-4o	is_nota_correct	1	87	16	71	22	29	18.39	30.99	40.85	947.18	0.1571
text-only-aggregate-gpt-4o	meta-question_id	0	38	2	36	0	12	5.26	0.0	33.33	367.59	0.059152
text-only-aggregate-gpt-4o	meta-question_id	1	36	4	32	5	12	11.11	15.62	37.5	353.14	0.05775
text-only-aggregate-gpt-4o	meta-question_id	2	40	3	37	11	12	7.5	29.73	32.43	360.54	0.07677
text-only-aggregate-gpt-4o	meta-question_id	3	36	5	31	11	12	13.89	35.48	38.71	383.72	0.054965
text-only-aggregate-gpt-4o	meta-question_id	4	72	4	68	27	25	5.56	39.71	36.76	773.85	0.109937
text-only-aggregate-gpt-4o	meta-question_id	5	37	6	31	11	14	16.22	35.48	45.16	447.79	0.060377
text-only-aggregate-gpt-4o	meta-question_id	6	37	3	34	9	11	8.11	26.47	32.35	409.65	0.070433
text-only-aggregate-gpt-4o	meta-question_id	7	37	2	35	13	12	5.41	37.14	34.29	445.66	0.070198
text-only-aggregate-gpt-4o	meta-question_id	8	78	10	68	24	27	12.82	35.29	39.71	864.37	0.14886
text-only-aggregate-gpt-4o	meta-question_id	9	36	4	32	14	12	11.11	43.75	37.5	350.4	0.0569
text-only-aggregate-gpt-4o	category	harmony	151	16	135	51	51	10.6	37.78	37.78	1660.43	0.275958
text-only-aggregate-gpt-4o	category	pitch	150	14	136	27	48	9.33	19.85	35.29	1464.99	0.248638
text-only-aggregate-gpt-4o	category	rhythm	146	13	133	47	50	8.9	35.34	37.59	1631.29	0.240747
text-only-aggregate-gpt-4o	subcategory	harmony-absolute	78	10	68	24	27	12.82	35.29	39.71	864.37	0.14886
text-only-aggregate-gpt-4o	subcategory	harmony-relative	73	6	67	27	24	8.22	40.3	35.82	796.06	0.127098
text-only-aggregate-gpt-4o	subcategory	pitch-absolute	74	6	68	5	24	8.11	7.35	35.29	720.73	0.116902
text-only-aggregate-gpt-4o	subcategory	pitch-relative	76	8	68	22	24	10.53	32.35	35.29	744.26	0.131735
text-only-aggregate-gpt-4o	subcategory	rhythm-absolute	72	4	68	27	25	5.56	39.71	36.76	773.85	0.109937
text-only-aggregate-gpt-4o	subcategory	rhythm-relative	74	9	65	20	25	12.16	30.77	38.46	857.44	0.13081
text-only-aggregate-gpt-4o	skill	cadence recognition	36	4	32	14	12	11.11	43.75	37.5	350.4	0.0569
text-only-aggregate-gpt-4o	skill	chord recognition	78	10	68	24	27	12.82	35.29	39.71	864.37	0.14886
text-only-aggregate-gpt-4o	skill	interval recognition	40	3	37	11	12	7.5	29.73	32.43	360.54	0.07677
text-only-aggregate-gpt-4o	skill	interval statistics	36	5	31	11	12	13.89	35.48	38.71	383.72	0.054965
text-only-aggregate-gpt-4o	skill	note length	72	4	68	27	25	5.56	39.71	36.76	773.85	0.109937
text-only-aggregate-gpt-4o	skill	pitch recognition	38	2	36	0	12	5.26	0.0	33.33	367.59	0.059152
text-only-aggregate-gpt-4o	skill	pitch statistics	36	4	32	5	12	11.11	15.62	37.5	353.14	0.05775
text-only-aggregate-gpt-4o	skill	rhythm pattern	37	3	34	9	11	8.11	26.47	32.35	409.65	0.070433
text-only-aggregate-gpt-4o	skill	time signature	37	6	31	11	14	16.22	35.48	45.16	447.79	0.060377
text-only-aggregate-gpt-4o	skill	tonality recognition	37	2	35	13	12	5.41	37.14	34.29	445.66	0.070198
text-only-aggregate-gpt-4o	rel/abs	absolute	224	20	204	56	76	8.93	27.45	37.25	2358.95	0.3757
text-only-aggregate-gpt-4o	rel/abs	relative	223	23	200	69	73	10.31	34.5	36.5	2397.76	0.389642
