Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	750	32.13	0.0	0.0	2041.34	0.403597	24.93	11.9	0.0	2054.1	0.070351
submodality	audio.mastermix.wav	250	30.8	0.0	0.0	602.77	0.103631	24.8	4.26	0.0	612.14	0.02022
submodality	symbolic.abc.txt	250	31.2	0.0	0.0	720.58	0.147474	23.2	18.23	0.0	803.95	0.029064
submodality	visual.short.png	250	34.4	0.0	0.0	718.0	0.152492	26.8	13.11	0.0	638.01	0.021068
piece_id	Anonymous_AusMeinesHerzensGrunde	84	25.0	0.0	0.0	246.07	0.049211	23.81	7.81	0.0	236.62	0.008038
piece_id	Bach_IchStehAnDeinerKrippe	66	37.88	0.0	0.0	175.98	0.036109	28.79	12.77	0.0	173.59	0.006043
piece_id	Crueger_AufAufMeinHerzMitFreuden	84	27.38	0.0	0.0	238.22	0.043851	17.86	13.04	0.0	238.4	0.008388
piece_id	Drese_JesuGehVoran	63	28.57	0.0	0.0	161.25	0.033366	30.16	13.64	0.0	167.66	0.005695
piece_id	Gesius_BefiehlDuDeineWege	81	24.69	0.0	0.0	220.62	0.044424	24.69	13.11	0.0	217.16	0.007393
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	90	36.67	0.0	0.0	240.8	0.047999	18.89	16.44	0.0	258.48	0.008162
piece_id	Jan_DuGrosserSchmerzensmann	72	33.33	0.0	0.0	197.5	0.036694	26.39	13.21	0.0	185.78	0.006534
piece_id	Telemann_DerLiebenSonneLichtUndPracht	66	53.03	0.0	0.0	186.28	0.035938	30.3	15.22	0.0	172.3	0.006026
