Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	300	29.67	27.33
submodality	audio.mastermix.wav	100	32.0	32.0
submodality	symbolic.abc.txt	100	31.0	26.0
submodality	visual.short.png	100	26.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	30	26.67	30.0
piece_id	Bach_IchStehAnDeinerKrippe	33	30.3	24.24
piece_id	Crueger_AufAufMeinHerzMitFreuden	33	30.3	15.15
piece_id	Drese_JesuGehVoran	33	18.18	18.18
piece_id	Gesius_BefiehlDuDeineWege	30	33.33	43.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	21	42.86	38.1
piece_id	Jan_DuGrosserSchmerzensmann	30	43.33	26.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	33	12.12	15.15
piece_id	Vulpius_ChristusDerIstMeinLeben	30	36.67	26.67
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27	29.63	44.44
is_nota_correct	0	240	28.33	22.5
is_nota_correct	1	60	35.0	46.67
meta-question_id	1	30	33.33	20.0
meta-question_id	10	21	52.38	38.1
meta-question_id	11	18	11.11	5.56
meta-question_id	2	30	10.0	23.33
meta-question_id	3	30	26.67	16.67
meta-question_id	4	30	30.0	30.0
meta-question_id	5	30	43.33	33.33
meta-question_id	6	30	46.67	60.0
meta-question_id	7	30	20.0	20.0
meta-question_id	8	30	20.0	20.0
meta-question_id	9	21	33.33	28.57
category	harmony	60	33.33	25.0
category	pitch	120	25.0	22.5
category	rhythm	120	32.5	33.33
subcategory	harmonic-recognition	60	33.33	25.0
subcategory	interval-recognition	60	28.33	23.33
subcategory	pitch-recognition	60	21.67	21.67
subcategory	proportion-recognition	60	20.0	20.0
subcategory	rhythmic-recognition	60	45.0	46.67
skill	cadence recognition	18	11.11	5.56
skill	chord recognition	21	52.38	38.1
skill	interval recognition	30	26.67	16.67
skill	interval statistics	30	30.0	30.0
skill	note length	30	43.33	33.33
skill	note length statistics	30	46.67	60.0
skill	pitch recognition	30	33.33	20.0
skill	pitch statistics	30	10.0	23.33
skill	rhythm pattern	30	20.0	20.0
skill	rhythm pattern statistics	30	20.0	20.0
skill	tonality recognition	21	33.33	28.57
rel/abs	absolute	141	36.17	34.75
rel/abs	relative	159	23.9	20.75
specification	harmony-absolute	21	52.38	38.1
specification	harmony-relative	39	23.08	17.95
specification	pitch-absolute	60	21.67	21.67
specification	pitch-relative	60	28.33	23.33
specification	rhythm-absolute	60	45.0	46.67
specification	rhythm-relative	60	20.0	20.0
