Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
aggregate-gpt-5	OVERALL	ALL	112	36	76	11	1	32.14	14.47	1.32	1901.76	2.210478
aggregate-gpt-5	submodality	audio.mastermix.wav	36	7	29	11	1	19.44	37.93	3.45	324.54	0.020293
aggregate-gpt-5	submodality	symbolic.musicxml	38	18	20	0	0	47.37	0.0	0.0	979.11	2.064897
aggregate-gpt-5	submodality	visual.short.png	38	11	27	0	0	28.95	0.0	0.0	598.11	0.125288
aggregate-gpt-5	piece_id	Anonymous_AusMeinesHerzensGrunde	8	2	6	0	0	25.0	0.0	0.0	142.77	0.219171
aggregate-gpt-5	piece_id	Bach_IchStehAnDeinerKrippe	10	5	5	1	0	50.0	20.0	0.0	243.96	0.258245
aggregate-gpt-5	piece_id	Crueger_AufAufMeinHerzMitFreuden	11	3	8	0	0	27.27	0.0	0.0	200.93	0.270953
aggregate-gpt-5	piece_id	Drese_JesuGehVoran	23	8	15	3	0	34.78	20.0	0.0	340.65	0.347326
aggregate-gpt-5	piece_id	Gesius_BefiehlDuDeineWege	7	2	5	0	0	28.57	0.0	0.0	99.88	0.123154
aggregate-gpt-5	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	6	9	3	0	40.0	33.33	0.0	225.67	0.228189
aggregate-gpt-5	piece_id	Jan_DuGrosserSchmerzensmann	5	2	3	1	0	40.0	33.33	0.0	172.07	0.143706
aggregate-gpt-5	piece_id	Telemann_DerLiebenSonneLichtUndPracht	13	3	10	2	0	23.08	20.0	0.0	164.1	0.327282
aggregate-gpt-5	piece_id	Vulpius_ChristusDerIstMeinLeben	6	4	2	1	0	66.67	50.0	0.0	80.64	0.075946
aggregate-gpt-5	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	14	1	13	0	1	7.14	0.0	7.69	231.08	0.216507
aggregate-gpt-5	is_nota_correct	0	90	28	62	8	1	31.11	12.9	1.61	1417.3	1.702834
aggregate-gpt-5	is_nota_correct	1	22	8	14	3	0	36.36	21.43	0.0	484.46	0.507644
aggregate-gpt-5	meta-question_id	0	11	1	10	0	0	9.09	0.0	0.0	122.35	0.14848
aggregate-gpt-5	meta-question_id	1	6	2	4	0	0	33.33	0.0	0.0	73.66	0.111936
aggregate-gpt-5	meta-question_id	2	9	1	8	1	0	11.11	12.5	0.0	158.99	0.153027
aggregate-gpt-5	meta-question_id	3	9	5	4	1	0	55.56	25.0	0.0	261.2	0.232016
aggregate-gpt-5	meta-question_id	4	19	3	16	2	1	15.79	12.5	6.25	347.54	0.472824
aggregate-gpt-5	meta-question_id	5	12	8	4	1	0	66.67	25.0	0.0	106.85	0.140054
aggregate-gpt-5	meta-question_id	6	7	2	5	0	0	28.57	0.0	0.0	78.62	0.139943
aggregate-gpt-5	meta-question_id	7	13	5	8	3	0	38.46	37.5	0.0	181.72	0.236598
aggregate-gpt-5	meta-question_id	8	18	7	11	3	0	38.89	27.27	0.0	416.06	0.369466
aggregate-gpt-5	meta-question_id	9	8	2	6	0	0	25.0	0.0	0.0	154.77	0.206133
aggregate-gpt-5	category	harmony	39	14	25	6	0	35.9	24.0	0.0	752.55	0.812198
aggregate-gpt-5	category	pitch	35	9	26	2	0	25.71	7.69	0.0	616.2	0.64546
aggregate-gpt-5	category	rhythm	38	13	25	3	1	34.21	12.0	4.0	533.01	0.752821
aggregate-gpt-5	subcategory	harmony-absolute	18	7	11	3	0	38.89	27.27	0.0	416.06	0.369466
aggregate-gpt-5	subcategory	harmony-relative	21	7	14	3	0	33.33	21.43	0.0	336.49	0.442732
aggregate-gpt-5	subcategory	pitch-absolute	17	3	14	0	0	17.65	0.0	0.0	196.01	0.260417
aggregate-gpt-5	subcategory	pitch-relative	18	6	12	2	0	33.33	16.67	0.0	420.19	0.385043
aggregate-gpt-5	subcategory	rhythm-absolute	19	3	16	2	1	15.79	12.5	6.25	347.54	0.472824
aggregate-gpt-5	subcategory	rhythm-relative	19	10	9	1	0	52.63	11.11	0.0	185.47	0.279997
aggregate-gpt-5	skill	cadence recognition	8	2	6	0	0	25.0	0.0	0.0	154.77	0.206133
aggregate-gpt-5	skill	chord recognition	18	7	11	3	0	38.89	27.27	0.0	416.06	0.369466
aggregate-gpt-5	skill	interval recognition	9	1	8	1	0	11.11	12.5	0.0	158.99	0.153027
aggregate-gpt-5	skill	interval statistics	9	5	4	1	0	55.56	25.0	0.0	261.2	0.232016
aggregate-gpt-5	skill	note length	19	3	16	2	1	15.79	12.5	6.25	347.54	0.472824
aggregate-gpt-5	skill	pitch recognition	11	1	10	0	0	9.09	0.0	0.0	122.35	0.14848
aggregate-gpt-5	skill	pitch statistics	6	2	4	0	0	33.33	0.0	0.0	73.66	0.111936
aggregate-gpt-5	skill	rhythm pattern	7	2	5	0	0	28.57	0.0	0.0	78.62	0.139943
aggregate-gpt-5	skill	time signature	12	8	4	1	0	66.67	25.0	0.0	106.85	0.140054
aggregate-gpt-5	skill	tonality recognition	13	5	8	3	0	38.46	37.5	0.0	181.72	0.236598
aggregate-gpt-5	rel/abs	absolute	54	13	41	5	1	24.07	12.2	2.44	959.62	1.102707
aggregate-gpt-5	rel/abs	relative	58	23	35	6	0	39.66	17.14	0.0	942.15	1.107772
