Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
aggregate-mistral	OVERALL	ALL	119	46	73	0	0	38.66	0.0	0.0	810.85	0.249757
aggregate-mistral	submodality	audio.mastermix.wav	44	13	31	0	0	29.55	0.0	0.0	177.96	0.173596
aggregate-mistral	submodality	symbolic.musicxml	38	23	15	0	0	60.53	0.0	0.0	432.1	0.072586
aggregate-mistral	submodality	visual.short.png	37	10	27	0	0	27.03	0.0	0.0	200.8	0.003576
aggregate-mistral	piece_id	Bach_IchStehAnDeinerKrippe	9	2	7	0	0	22.22	0.0	0.0	64.69	0.024986
aggregate-mistral	piece_id	Crueger_AufAufMeinHerzMitFreuden	10	6	4	0	0	60.0	0.0	0.0	220.46	0.026234
aggregate-mistral	piece_id	Drese_JesuGehVoran	14	6	8	0	0	42.86	0.0	0.0	49.17	0.027106
aggregate-mistral	piece_id	Gesius_BefiehlDuDeineWege	9	2	7	0	0	22.22	0.0	0.0	24.44	0.020745
aggregate-mistral	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	7	2	5	0	0	28.57	0.0	0.0	21.06	0.014098
aggregate-mistral	piece_id	Jan_DuGrosserSchmerzensmann	15	4	11	0	0	26.67	0.0	0.0	73.41	0.02957
aggregate-mistral	piece_id	Telemann_DerLiebenSonneLichtUndPracht	18	11	7	0	0	61.11	0.0	0.0	129.72	0.056893
aggregate-mistral	piece_id	Vulpius_ChristusDerIstMeinLeben	27	9	18	0	0	33.33	0.0	0.0	201.62	0.040358
aggregate-mistral	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	10	4	6	0	0	40.0	0.0	0.0	26.29	0.009767
aggregate-mistral	is_nota_correct	0	90	37	53	0	0	41.11	0.0	0.0	717.37	0.184299
aggregate-mistral	is_nota_correct	1	29	9	20	0	0	31.03	0.0	0.0	93.48	0.065458
aggregate-mistral	meta-question_id	0	11	5	6	0	0	45.45	0.0	0.0	56.08	0.020015
aggregate-mistral	meta-question_id	1	9	4	5	0	0	44.44	0.0	0.0	22.46	0.013655
aggregate-mistral	meta-question_id	2	12	1	11	0	0	8.33	0.0	0.0	62.07	0.022381
aggregate-mistral	meta-question_id	3	9	5	4	0	0	55.56	0.0	0.0	222.53	0.02116
aggregate-mistral	meta-question_id	4	19	8	11	0	0	42.11	0.0	0.0	81.77	0.052827
aggregate-mistral	meta-question_id	5	13	5	8	0	0	38.46	0.0	0.0	47.56	0.027007
aggregate-mistral	meta-question_id	6	8	0	8	0	0	0.0	0.0	0.0	19.15	0.014925
aggregate-mistral	meta-question_id	7	10	3	7	0	0	30.0	0.0	0.0	56.51	0.02498
aggregate-mistral	meta-question_id	8	20	13	7	0	0	65.0	0.0	0.0	141.71	0.036627
aggregate-mistral	meta-question_id	9	8	2	6	0	0	25.0	0.0	0.0	101.01	0.016179
aggregate-mistral	category	harmony	38	18	20	0	0	47.37	0.0	0.0	299.23	0.077786
aggregate-mistral	category	pitch	41	15	26	0	0	36.59	0.0	0.0	363.14	0.077212
aggregate-mistral	category	rhythm	40	13	27	0	0	32.5	0.0	0.0	148.48	0.094759
aggregate-mistral	subcategory	harmony-absolute	20	13	7	0	0	65.0	0.0	0.0	141.71	0.036627
aggregate-mistral	subcategory	harmony-relative	18	5	13	0	0	27.78	0.0	0.0	157.52	0.041159
aggregate-mistral	subcategory	pitch-absolute	20	9	11	0	0	45.0	0.0	0.0	78.54	0.033671
aggregate-mistral	subcategory	pitch-relative	21	6	15	0	0	28.57	0.0	0.0	284.6	0.043542
aggregate-mistral	subcategory	rhythm-absolute	19	8	11	0	0	42.11	0.0	0.0	81.77	0.052827
aggregate-mistral	subcategory	rhythm-relative	21	5	16	0	0	23.81	0.0	0.0	66.71	0.041931
aggregate-mistral	skill	cadence recognition	8	2	6	0	0	25.0	0.0	0.0	101.01	0.016179
aggregate-mistral	skill	chord recognition	20	13	7	0	0	65.0	0.0	0.0	141.71	0.036627
aggregate-mistral	skill	interval recognition	12	1	11	0	0	8.33	0.0	0.0	62.07	0.022381
aggregate-mistral	skill	interval statistics	9	5	4	0	0	55.56	0.0	0.0	222.53	0.02116
aggregate-mistral	skill	note length	19	8	11	0	0	42.11	0.0	0.0	81.77	0.052827
aggregate-mistral	skill	pitch recognition	11	5	6	0	0	45.45	0.0	0.0	56.08	0.020015
aggregate-mistral	skill	pitch statistics	9	4	5	0	0	44.44	0.0	0.0	22.46	0.013655
aggregate-mistral	skill	rhythm pattern	8	0	8	0	0	0.0	0.0	0.0	19.15	0.014925
aggregate-mistral	skill	time signature	13	5	8	0	0	38.46	0.0	0.0	47.56	0.027007
aggregate-mistral	skill	tonality recognition	10	3	7	0	0	30.0	0.0	0.0	56.51	0.02498
aggregate-mistral	rel/abs	absolute	59	30	29	0	0	50.85	0.0	0.0	302.02	0.123125
aggregate-mistral	rel/abs	relative	60	16	44	0	0	26.67	0.0	0.0	508.83	0.126632
