Model	Criterion_Type	Criterion_Value	Mean_Accuracy (10 runs)	StdDev_Accuracy (10 runs)	Mean_Unparsable_Percent	Mean_Model_Error_Percent	Sum_Total_Time_s	Sum_Total_Price
google/gemini-3.1-flash-lite-preview	OVERALL	ALL	40.317	2.7629	0.075	0.227	16380.18	13.0116
google/gemini-3.1-flash-lite-preview	submodality	audio.mastermix.wav	34.414	3.5141	0.105	0.412	4797.57	1.0158
google/gemini-3.1-flash-lite-preview	submodality	symbolic.musicxml	45.512	3.4404	0.0	0.0	5480.83	10.555
google/gemini-3.1-flash-lite-preview	submodality	visual.short.png	40.939	3.898	0.105	0.23	6101.78	1.4408
google/gemini-3.1-flash-lite-preview	piece_id	Anonymous_AusMeinesHerzensGrunde	38.993	8.0887	0.278	0.0	1843.37	1.7633
google/gemini-3.1-flash-lite-preview	piece_id	Bach_IchStehAnDeinerKrippe	38.734	5.0115	0.0	0.0	1775.16	1.4285
google/gemini-3.1-flash-lite-preview	piece_id	Crueger_AufAufMeinHerzMitFreuden	37.685	7.9986	0.0	0.263	1656.48	1.4482
google/gemini-3.1-flash-lite-preview	piece_id	Drese_JesuGehVoran	44.855	5.052	0.455	0.0	1597.46	1.0545
google/gemini-3.1-flash-lite-preview	piece_id	Gesius_BefiehlDuDeineWege	39.848	11.2061	0.0	0.714	1579.39	1.3259
google/gemini-3.1-flash-lite-preview	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	38.383	7.1374	0.0	0.588	1584.73	1.2886
google/gemini-3.1-flash-lite-preview	piece_id	Jan_DuGrosserSchmerzensmann	37.579	9.4752	0.0	0.0	1502.24	1.2955
google/gemini-3.1-flash-lite-preview	piece_id	Telemann_DerLiebenSonneLichtUndPracht	44.571	8.9706	0.0	0.0	1544.58	1.4193
google/gemini-3.1-flash-lite-preview	piece_id	Vulpius_ChristusDerIstMeinLeben	43.88	8.9576	0.0	0.286	1623.9	0.9125
google/gemini-3.1-flash-lite-preview	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	39.923	8.0019	0.0	0.323	1672.87	1.0751
google/gemini-3.1-flash-lite-preview	is_nota_correct	0	38.279	3.085	0.043	0.282	12987.81	10.2798
google/gemini-3.1-flash-lite-preview	is_nota_correct	1	47.967	5.3883	0.192	0.0	3392.35	2.7317
google/gemini-3.1-flash-lite-preview	meta-question_id	0	26.6	8.9474	0.0	0.0	1347.97	1.1045
google/gemini-3.1-flash-lite-preview	meta-question_id	1	71.133	5.0033	0.0	0.0	1463.94	1.1336
google/gemini-3.1-flash-lite-preview	meta-question_id	2	17.021	7.8795	0.0	0.0	1383.86	1.0867
google/gemini-3.1-flash-lite-preview	meta-question_id	3	81.046	10.7817	0.0	0.0	1515.67	1.15
google/gemini-3.1-flash-lite-preview	meta-question_id	4	21.127	4.8859	0.0	0.0	2580.8	2.1627
google/gemini-3.1-flash-lite-preview	meta-question_id	5	65.366	4.5897	0.0	0.0	1133.1	0.9768
google/gemini-3.1-flash-lite-preview	meta-question_id	6	8.211	4.5969	0.0	0.0	1345.26	1.1143
google/gemini-3.1-flash-lite-preview	meta-question_id	7	35.938	7.5699	0.357	1.034	1230.54	0.9352
google/gemini-3.1-flash-lite-preview	meta-question_id	8	56.316	6.6665	0.0	0.0	2741.68	2.1577
google/gemini-3.1-flash-lite-preview	meta-question_id	9	24.406	5.5414	0.37	0.968	1637.34	1.19
google/gemini-3.1-flash-lite-preview	category	harmony	43.079	3.9064	0.239	0.652	5609.59	4.2829
google/gemini-3.1-flash-lite-preview	category	pitch	48.881	5.0248	0.0	0.0	5711.42	4.4749
google/gemini-3.1-flash-lite-preview	category	rhythm	28.829	2.2696	0.0	0.0	5059.16	4.2538
