Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001
OVERALL	ALL	300	29.67	26.0	22.67
submodality	audio.mastermix.wav	100	31.0	29.0	19.0
submodality	symbolic.abc.txt	100	28.0	20.0	26.0
submodality	visual.short.png	100	30.0	29.0	23.0
piece_id	Anonymous_AusMeinesHerzensGrunde	15	33.33	33.33	26.67
piece_id	Bach_IchStehAnDeinerKrippe	21	23.81	19.05	14.29
piece_id	Crueger_AufAufMeinHerzMitFreuden	42	35.71	35.71	26.19
piece_id	Drese_JesuGehVoran	27	14.81	25.93	18.52
piece_id	Gesius_BefiehlDuDeineWege	39	28.21	12.82	17.95
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	36	36.11	11.11	30.56
piece_id	Jan_DuGrosserSchmerzensmann	30	36.67	43.33	23.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	33	18.18	21.21	21.21
piece_id	Vulpius_ChristusDerIstMeinLeben	18	27.78	22.22	16.67
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	39	35.9	35.9	25.64
is_nota_correct	0	240	33.75	23.75	20.83
is_nota_correct	1	60	13.33	35.0	30.0
meta-question_id	1	30	13.33	20.0	26.67
meta-question_id	10	21	33.33	19.05	9.52
meta-question_id	11	18	27.78	27.78	16.67
meta-question_id	2	30	16.67	16.67	13.33
meta-question_id	3	30	10.0	13.33	20.0
meta-question_id	4	30	53.33	43.33	26.67
meta-question_id	5	30	33.33	13.33	23.33
meta-question_id	6	30	46.67	56.67	30.0
meta-question_id	7	30	33.33	20.0	40.0
meta-question_id	8	30	16.67	13.33	6.67
meta-question_id	9	21	47.62	47.62	33.33
category	harmony	60	36.67	31.67	20.0
category	pitch	120	23.33	23.33	21.67
category	rhythm	120	32.5	25.83	25.0
subcategory	harmonic-recognition	60	36.67	31.67	20.0
subcategory	interval-recognition	60	31.67	28.33	23.33
subcategory	pitch-recognition	60	15.0	18.33	20.0
subcategory	proportion-recognition	60	25.0	16.67	23.33
subcategory	rhythmic-recognition	60	40.0	35.0	26.67
skill	cadence recognition	18	27.78	27.78	16.67
skill	chord recognition	21	33.33	19.05	9.52
skill	interval recognition	30	10.0	13.33	20.0
skill	interval statistics	30	53.33	43.33	26.67
skill	note length	30	33.33	13.33	23.33
skill	note length statistics	30	46.67	56.67	30.0
skill	pitch recognition	30	13.33	20.0	26.67
skill	pitch statistics	30	16.67	16.67	13.33
skill	rhythm pattern	30	33.33	20.0	40.0
skill	rhythm pattern statistics	30	16.67	13.33	6.67
skill	tonality recognition	21	47.62	47.62	33.33
rel/abs	absolute	141	28.37	25.53	21.28
rel/abs	relative	159	30.82	26.42	23.9
specification	harmony-absolute	21	33.33	19.05	9.52
specification	harmony-relative	39	38.46	38.46	25.64
specification	pitch-absolute	60	15.0	18.33	20.0
specification	pitch-relative	60	31.67	28.33	23.33
specification	rhythm-absolute	60	40.0	35.0	26.67
specification	rhythm-relative	60	25.0	16.67	23.33
