Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	150	21.33	0.0	0.85	740.83	0.190479	20.67	0.0	0.0	413.28	0.044192
submodality	audio.mastermix.wav	50	28.0	0.0	0.0	262.36	0.044786	16.0	0.0	0.0	175.97	0.006673
submodality	symbolic.abc.txt	50	22.0	0.0	0.0	258.9	0.124103	32.0	0.0	0.0	130.45	0.031543
submodality	visual.short.png	50	14.0	0.0	2.33	219.57	0.021589	14.0	0.0	0.0	106.86	0.005976
piece_id	Anonymous_AusMeinesHerzensGrunde	6	0.0	0.0	0.0	27.02	0.008195	0.0	0.0	0.0	14.29	0.001766
piece_id	Bach_IchStehAnDeinerKrippe	12	8.33	0.0	0.0	45.59	0.016311	16.67	0.0	0.0	37.92	0.003484
piece_id	Crueger_AufAufMeinHerzMitFreuden	15	13.33	0.0	0.0	87.05	0.018608	20.0	0.0	0.0	46.16	0.004478
piece_id	Drese_JesuGehVoran	21	14.29	0.0	0.0	77.52	0.026753	33.33	0.0	0.0	58.8	0.006272
piece_id	Gesius_BefiehlDuDeineWege	18	16.67	0.0	0.0	81.89	0.02279	22.22	0.0	0.0	51.51	0.005316
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	33.33	0.0	0.0	18.74	0.008401	0.0	0.0	0.0	15.39	0.001743
piece_id	Jan_DuGrosserSchmerzensmann	12	41.67	0.0	0.0	61.69	0.015228	16.67	0.0	0.0	31.91	0.003559
piece_id	Telemann_DerLiebenSonneLichtUndPracht	21	33.33	0.0	7.14	116.18	0.024385	19.05	0.0	0.0	56.17	0.006191
piece_id	Vulpius_ChristusDerIstMeinLeben	30	30.0	0.0	0.0	144.75	0.038236	30.0	0.0	0.0	78.03	0.008706
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	9	0.0	0.0	0.0	80.41	0.011571	0.0	0.0	0.0	23.1	0.002677
is_nota_correct	0	120	19.17	0.0	1.03	603.48	0.149088	15.0	0.0	0.0	334.2	0.034943
is_nota_correct	1	30	30.0	0.0	0.0	137.36	0.041391	43.33	0.0	0.0	79.08	0.009249
meta-question_id	1	15	20.0	0.0	0.0	45.14	0.019568	26.67	0.0	0.0	42.39	0.004454
meta-question_id	10	9	33.33	0.0	0.0	28.84	0.011013	0.0	0.0	0.0	22.98	0.002623
meta-question_id	11	9	22.22	0.0	0.0	43.31	0.011151	22.22	0.0	0.0	21.05	0.00258
meta-question_id	2	15	26.67	0.0	0.0	71.99	0.019764	13.33	0.0	0.0	50.07	0.004424
meta-question_id	3	15	20.0	0.0	0.0	85.13	0.019176	6.67	0.0	0.0	39.09	0.004341
meta-question_id	4	15	46.67	0.0	12.5	87.52	0.018744	33.33	0.0	0.0	46.25	0.004503
meta-question_id	5	15	13.33	0.0	0.0	80.09	0.019678	40.0	0.0	0.0	38.47	0.004377
meta-question_id	6	15	13.33	0.0	0.0	78.23	0.01891	26.67	0.0	0.0	41.06	0.004452
meta-question_id	7	15	20.0	0.0	0.0	68.02	0.01994	40.0	0.0	0.0	46.9	0.004607
meta-question_id	8	15	13.33	0.0	0.0	67.73	0.019989	0.0	0.0	0.0	37.13	0.004391
