Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	0.0	0.0	0.0	36.76	0.007851	13.33	0.0	0.0	121.98	0.0	33.33	0.0	0.0	43.89	0.001676
submodality	audio.mastermix.wav	5	0.0	0.0	0.0	10.85	0.002206	0.0	0.0	0.0	15.41	0.0	0.0	0.0	0.0	12.61	0.000475
submodality	symbolic.abc.txt	5	0.0	0.0	0.0	12.4	0.0026	20.0	0.0	0.0	48.91	0.0	60.0	0.0	0.0	13.42	0.00051
submodality	visual.short.png	5	0.0	0.0	0.0	13.51	0.003045	20.0	0.0	0.0	57.67	0.0	40.0	0.0	0.0	17.87	0.000691
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	0.0	0.0	0.0	15.23	0.0036	16.67	0.0	0.0	40.13	0.0	33.33	0.0	0.0	17.01	0.000653
piece_id	Gesius_BefiehlDuDeineWege	6	0.0	0.0	0.0	15.18	0.003054	16.67	0.0	0.0	60.22	0.0	50.0	0.0	0.0	16.11	0.000604
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	0.0	0.0	0.0	6.35	0.001196	0.0	0.0	0.0	21.63	0.0	0.0	0.0	0.0	10.78	0.000419
is_nota_correct	0	12	0.0	0.0	0.0	28.93	0.006369	8.33	0.0	0.0	105.32	0.0	33.33	0.0	0.0	36.98	0.001427
is_nota_correct	1	3	0.0	0.0	0.0	7.83	0.001482	33.33	0.0	0.0	16.67	0.0	33.33	0.0	0.0	6.91	0.000249
meta-question_id	1	3	0.0	0.0	0.0	7.52	0.001301	33.33	0.0	0.0	30.1	0.0	66.67	0.0	0.0	5.04	0.000167
meta-question_id	3	3	0.0	0.0	0.0	9.13	0.002313	0.0	0.0	0.0	18.11	0.0	33.33	0.0	0.0	7.85	0.000293
meta-question_id	5	3	0.0	0.0	0.0	6.35	0.001196	0.0	0.0	0.0	21.63	0.0	0.0	0.0	0.0	10.78	0.000419
meta-question_id	7	3	0.0	0.0	0.0	7.65	0.001754	0.0	0.0	0.0	30.12	0.0	33.33	0.0	0.0	11.06	0.000437
meta-question_id	9	3	0.0	0.0	0.0	6.1	0.001287	33.33	0.0	0.0	22.02	0.0	33.33	0.0	0.0	9.15	0.00036
category	harmony	3	0.0	0.0	0.0	6.1	0.001287	33.33	0.0	0.0	22.02	0.0	33.33	0.0	0.0	9.15	0.00036
category	pitch	6	0.0	0.0	0.0	16.65	0.003614	16.67	0.0	0.0	48.21	0.0	50.0	0.0	0.0	12.9	0.00046
category	rhythm	6	0.0	0.0	0.0	14.01	0.00295	0.0	0.0	0.0	51.75	0.0	16.67	0.0	0.0	21.84	0.000856
subcategory	harmonic-recognition	3	0.0	0.0	0.0	6.1	0.001287	33.33	0.0	0.0	22.02	0.0	33.33	0.0	0.0	9.15	0.00036
subcategory	interval-recognition	3	0.0	0.0	0.0	9.13	0.002313	0.0	0.0	0.0	18.11	0.0	33.33	0.0	0.0	7.85	0.000293
subcategory	pitch-recognition	3	0.0	0.0	0.0	7.52	0.001301	33.33	0.0	0.0	30.1	0.0	66.67	0.0	0.0	5.04	0.000167
subcategory	proportion-recognition	3	0.0	0.0	0.0	7.65	0.001754	0.0	0.0	0.0	30.12	0.0	33.33	0.0	0.0	11.06	0.000437
subcategory	rhythmic-recognition	3	0.0	0.0	0.0	6.35	0.001196	0.0	0.0	0.0	21.63	0.0	0.0	0.0	0.0	10.78	0.000419
