Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001
OVERALL	ALL	75	33.33	16.0	18.67
submodality	audio.mastermix.wav	25	40.0	12.0	16.0
submodality	symbolic.abc.txt	25	28.0	20.0	28.0
submodality	visual.short.png	25	32.0	16.0	12.0
piece_id	Anonymous_AusMeinesHerzensGrunde	15	40.0	13.33	33.33
piece_id	Bach_IchStehAnDeinerKrippe	6	0.0	16.67	16.67
piece_id	Crueger_AufAufMeinHerzMitFreuden	9	22.22	11.11	11.11
piece_id	Gesius_BefiehlDuDeineWege	12	50.0	25.0	33.33
piece_id	Jan_DuGrosserSchmerzensmann	12	25.0	8.33	16.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	6	50.0	16.67	16.67
piece_id	Vulpius_ChristusDerIstMeinLeben	3	33.33	0.0	0.0
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	12	33.33	25.0	0.0
is_nota_correct	0	60	40.0	11.67	16.67
is_nota_correct	1	15	6.67	33.33	26.67
meta-question_id	1	9	33.33	33.33	22.22
meta-question_id	10	6	50.0	16.67	0.0
meta-question_id	11	3	100.0	0.0	33.33
meta-question_id	2	6	0.0	16.67	16.67
meta-question_id	3	9	22.22	22.22	11.11
meta-question_id	4	6	50.0	16.67	33.33
meta-question_id	5	9	55.56	0.0	11.11
meta-question_id	6	6	0.0	0.0	16.67
meta-question_id	7	9	44.44	22.22	11.11
meta-question_id	8	6	0.0	0.0	0.0
meta-question_id	9	6	33.33	33.33	66.67
category	harmony	15	53.33	20.0	33.33
category	pitch	30	26.67	23.33	20.0
category	rhythm	30	30.0	6.67	10.0
subcategory	harmonic-recognition	15	53.33	20.0	33.33
subcategory	interval-recognition	15	33.33	20.0	20.0
subcategory	pitch-recognition	15	20.0	26.67	20.0
subcategory	proportion-recognition	15	26.67	13.33	6.67
subcategory	rhythmic-recognition	15	33.33	0.0	13.33
skill	cadence recognition	3	100.0	0.0	33.33
skill	chord recognition	6	50.0	16.67	0.0
skill	interval recognition	9	22.22	22.22	11.11
skill	interval statistics	6	50.0	16.67	33.33
skill	note length	9	55.56	0.0	11.11
skill	note length statistics	6	0.0	0.0	16.67
skill	pitch recognition	9	33.33	33.33	22.22
skill	pitch statistics	6	0.0	16.67	16.67
skill	rhythm pattern	9	44.44	22.22	11.11
skill	rhythm pattern statistics	6	0.0	0.0	0.0
skill	tonality recognition	6	33.33	33.33	66.67
rel/abs	absolute	36	30.56	13.89	13.89
rel/abs	relative	39	35.9	17.95	23.08
specification	harmony-absolute	6	50.0	16.67	0.0
specification	harmony-relative	9	55.56	22.22	55.56
specification	pitch-absolute	15	20.0	26.67	20.0
specification	pitch-relative	15	33.33	20.0	20.0
specification	rhythm-absolute	15	33.33	0.0	13.33
specification	rhythm-relative	15	26.67	13.33	6.67
