Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	750	26.53	0.18	0.0	2025.79	0.405587	20.8	11.62	0.0	2256.27	0.067926
submodality	audio.mastermix.wav	250	26.0	0.0	0.0	609.09	0.103235	20.4	3.52	0.0	695.48	0.019461
submodality	symbolic.abc.txt	250	28.4	0.56	0.0	729.1	0.147244	23.6	18.32	0.0	876.49	0.028422
submodality	visual.short.png	250	25.2	0.0	0.0	687.6	0.155108	18.4	13.24	0.0	684.31	0.020042
piece_id	Anonymous_AusMeinesHerzensGrunde	72	25.0	0.0	0.0	182.75	0.037815	26.39	13.21	0.0	219.93	0.007119
piece_id	Bach_IchStehAnDeinerKrippe	105	26.67	1.3	0.0	278.97	0.05707	21.9	15.85	0.0	283.75	0.009216
piece_id	Crueger_AufAufMeinHerzMitFreuden	111	24.32	0.0	0.0	299.75	0.060842	18.92	10.0	0.0	365.37	0.009992
piece_id	Drese_JesuGehVoran	45	22.22	0.0	0.0	134.31	0.026263	15.56	21.05	0.0	133.5	0.003633
piece_id	Gesius_BefiehlDuDeineWege	75	21.33	0.0	0.0	189.55	0.041056	14.67	10.94	0.0	242.15	0.006272
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	57	22.81	0.0	0.0	154.65	0.029037	19.3	15.22	0.0	187.55	0.006089
piece_id	Jan_DuGrosserSchmerzensmann	93	33.33	0.0	0.0	262.44	0.051187	23.66	9.86	0.0	253.52	0.00835
piece_id	Telemann_DerLiebenSonneLichtUndPracht	66	21.21	0.0	0.0	188.1	0.034631	19.7	9.43	0.0	197.83	0.005811
piece_id	Vulpius_ChristusDerIstMeinLeben	57	45.61	0.0	0.0	163.47	0.030674	33.33	5.26	0.0	171.63	0.005232
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	69	23.19	0.0	0.0	171.8	0.037012	14.49	6.78	0.0	201.04	0.006212
is_nota_correct	0	600	28.83	0.23	0.0	1615.7	0.323983	16.5	10.58	0.0	1810.12	0.054782
is_nota_correct	1	150	17.33	0.0	0.0	410.09	0.081604	38.0	17.2	0.0	446.15	0.013144
meta-question_id	1	75	21.33	0.0	0.0	204.45	0.041134	16.0	0.0	0.0	194.19	0.006731
meta-question_id	10	51	25.49	0.0	0.0	130.04	0.0267	23.53	33.33	0.0	135.04	0.004714
meta-question_id	11	48	14.58	0.0	0.0	125.17	0.027148	16.67	22.5	0.0	111.88	0.003783
meta-question_id	2	75	22.67	0.0	0.0	177.75	0.036421	18.67	1.64	0.0	256.12	0.006396
meta-question_id	3	75	24.0	0.0	0.0	204.63	0.047264	13.33	30.77	0.0	291.64	0.006367
meta-question_id	4	75	29.33	0.0	0.0	253.79	0.04134	18.67	6.56	0.0	270.51	0.005865
meta-question_id	5	75	36.0	0.0	0.0	222.07	0.038788	22.67	25.86	0.0	185.89	0.006608
meta-question_id	6	75	30.67	0.0	0.0	212.61	0.04323	32.0	5.88	0.0	192.21	0.006403
meta-question_id	7	75	32.0	1.96	0.0	178.57	0.04112	28.0	7.41	0.0	231.03	0.008947
meta-question_id	8	75	17.33	0.0	0.0	195.38	0.039277	14.67	0.0	0.0	231.7	0.007268
meta-question_id	9	51	37.25	0.0	0.0	121.32	0.023164	25.49	0.0	0.0	156.07	0.004843
category	harmony	150	26.0	0.0	0.0	376.53	0.077012	22.0	18.8	0.0	402.99	0.013339
category	pitch	300	24.33	0.0	0.0	840.63	0.166159	16.67	10.0	0.0	1012.45	0.02536
category	rhythm	300	29.0	0.47	0.0	808.63	0.162416	24.33	9.69	0.0	840.83	0.029227
subcategory	harmonic-recognition	150	26.0	0.0	0.0	376.53	0.077012	22.0	18.8	0.0	402.99	0.013339
subcategory	interval-recognition	150	26.67	0.0	0.0	458.42	0.088605	16.0	19.05	0.0	562.15	0.012232
subcategory	pitch-recognition	150	22.0	0.0	0.0	382.2	0.077555	17.33	0.81	0.0	450.3	0.013127
subcategory	proportion-recognition	150	24.67	0.88	0.0	373.95	0.080397	21.33	3.39	0.0	462.73	0.016216
subcategory	rhythmic-recognition	150	33.33	0.0	0.0	434.68	0.082018	27.33	16.51	0.0	378.1	0.013011
skill	cadence recognition	48	14.58	0.0	0.0	125.17	0.027148	16.67	22.5	0.0	111.88	0.003783
skill	chord recognition	51	25.49	0.0	0.0	130.04	0.0267	23.53	33.33	0.0	135.04	0.004714
