Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	aggregate-mistral	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001	google_gemini-2.5-flash-lite	aggregate-gpt-4o
OVERALL	ALL	75	40.0	44.0	42.67	38.67	34.67	37.33
submodality	audio.mastermix.wav	25	20.0	28.0	36.0	40.0	32.0	32.0
submodality	symbolic.abc.txt	25	60.0	60.0	52.0	40.0	48.0	44.0
submodality	visual.short.png	25	40.0	44.0	40.0	36.0	24.0	36.0
piece_id	Anonymous_AusMeinesHerzensGrunde	3	66.67	100.0	100.0	100.0	100.0	100.0
piece_id	Bach_IchStehAnDeinerKrippe	9	22.22	22.22	22.22	22.22	33.33	33.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	12	16.67	50.0	8.33	33.33	16.67	33.33
piece_id	Drese_JesuGehVoran	12	25.0	25.0	33.33	25.0	25.0	25.0
piece_id	Gesius_BefiehlDuDeineWege	6	66.67	50.0	100.0	66.67	83.33	83.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	33.33	16.67	16.67	33.33	33.33	33.33
piece_id	Jan_DuGrosserSchmerzensmann	6	50.0	16.67	16.67	50.0	50.0	16.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	18	55.56	61.11	61.11	27.78	27.78	33.33
piece_id	Vulpius_ChristusDerIstMeinLeben	3	66.67	100.0	100.0	100.0	0.0	33.33
is_nota_correct	0	60	46.67	46.67	35.0	45.0	38.33	40.0
is_nota_correct	1	15	13.33	33.33	73.33	13.33	20.0	26.67
meta-question_id	1	9	22.22	22.22	11.11	33.33	22.22	33.33
meta-question_id	10	6	50.0	33.33	33.33	66.67	33.33	33.33
meta-question_id	11	3	0.0	0.0	0.0	0.0	0.0	0.0
meta-question_id	2	6	50.0	50.0	33.33	16.67	33.33	16.67
meta-question_id	3	9	11.11	44.44	44.44	44.44	22.22	22.22
meta-question_id	4	6	66.67	33.33	83.33	50.0	50.0	50.0
meta-question_id	5	9	22.22	55.56	55.56	22.22	33.33	44.44
meta-question_id	6	6	50.0	66.67	66.67	33.33	16.67	83.33
meta-question_id	7	9	55.56	55.56	44.44	66.67	44.44	44.44
meta-question_id	8	6	66.67	50.0	33.33	16.67	50.0	16.67
meta-question_id	9	6	50.0	50.0	50.0	50.0	66.67	50.0
category	harmony	15	40.0	33.33	33.33	46.67	40.0	33.33
category	pitch	30	33.33	36.67	40.0	36.67	30.0	30.0
category	rhythm	30	46.67	56.67	50.0	36.67	36.67	46.67
subcategory	harmonic-recognition	15	40.0	33.33	33.33	46.67	40.0	33.33
subcategory	interval-recognition	15	33.33	40.0	60.0	46.67	33.33	33.33
subcategory	pitch-recognition	15	33.33	33.33	20.0	26.67	26.67	26.67
subcategory	proportion-recognition	15	60.0	53.33	40.0	46.67	46.67	33.33
subcategory	rhythmic-recognition	15	33.33	60.0	60.0	26.67	26.67	60.0
skill	cadence recognition	3	0.0	0.0	0.0	0.0	0.0	0.0
skill	chord recognition	6	50.0	33.33	33.33	66.67	33.33	33.33
skill	interval recognition	9	11.11	44.44	44.44	44.44	22.22	22.22
skill	interval statistics	6	66.67	33.33	83.33	50.0	50.0	50.0
skill	note length	9	22.22	55.56	55.56	22.22	33.33	44.44
skill	note length statistics	6	50.0	66.67	66.67	33.33	16.67	83.33
skill	pitch recognition	9	22.22	22.22	11.11	33.33	22.22	33.33
skill	pitch statistics	6	50.0	50.0	33.33	16.67	33.33	16.67
skill	rhythm pattern	9	55.56	55.56	44.44	66.67	44.44	44.44
skill	rhythm pattern statistics	6	66.67	50.0	33.33	16.67	50.0	16.67
skill	tonality recognition	6	50.0	50.0	50.0	50.0	66.67	50.0
rel/abs	absolute	36	36.11	44.44	38.89	33.33	27.78	41.67
rel/abs	relative	39	43.59	43.59	46.15	43.59	41.03	33.33
specification	harmony-absolute	6	50.0	33.33	33.33	66.67	33.33	33.33
specification	harmony-relative	9	33.33	33.33	33.33	33.33	44.44	33.33
specification	pitch-absolute	15	33.33	33.33	20.0	26.67	26.67	26.67
specification	pitch-relative	15	33.33	40.0	60.0	46.67	33.33	33.33
specification	rhythm-absolute	15	33.33	60.0	60.0	26.67	26.67	60.0
specification	rhythm-relative	15	60.0	53.33	40.0	46.67	46.67	33.33
