Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
aggregate-gpt-4o	OVERALL	ALL	15	6	9	0	0	40.0	0.0	0.0	53.32	0.117348
aggregate-gpt-4o	submodality	audio.mastermix.wav	5	1	4	0	0	20.0	0.0	0.0	21.85	0.081743
aggregate-gpt-4o	submodality	symbolic.abc.txt	5	3	2	0	0	60.0	0.0	0.0	15.39	0.023195
aggregate-gpt-4o	submodality	visual.short.png	5	2	3	0	0	40.0	0.0	0.0	16.09	0.01241
aggregate-gpt-4o	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	1	2	0	0	33.33	0.0	0.0	11.43	0.02358
aggregate-gpt-4o	piece_id	Telemann_DerLiebenSonneLichtUndPracht	6	3	3	0	0	50.0	0.0	0.0	22.41	0.063207
aggregate-gpt-4o	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	2	4	0	0	33.33	0.0	0.0	19.48	0.03056
aggregate-gpt-4o	is_nota_correct	0	12	5	7	0	0	41.67	0.0	0.0	44.81	0.109898
aggregate-gpt-4o	is_nota_correct	1	3	1	2	0	0	33.33	0.0	0.0	8.51	0.00745
aggregate-gpt-4o	meta-question_id	1	3	1	2	0	0	33.33	0.0	0.0	12.15	0.031605
aggregate-gpt-4o	meta-question_id	3	3	0	3	0	0	0.0	0.0	0.0	12.66	0.01923
aggregate-gpt-4o	meta-question_id	5	3	2	1	0	0	66.67	0.0	0.0	10.26	0.031602
aggregate-gpt-4o	meta-question_id	7	3	1	2	0	0	33.33	0.0	0.0	11.43	0.02358
aggregate-gpt-4o	meta-question_id	9	3	2	1	0	0	66.67	0.0	0.0	6.82	0.01133
aggregate-gpt-4o	category	harmony	3	2	1	0	0	66.67	0.0	0.0	6.82	0.01133
aggregate-gpt-4o	category	pitch	6	1	5	0	0	16.67	0.0	0.0	24.8	0.050835
aggregate-gpt-4o	category	rhythm	6	3	3	0	0	50.0	0.0	0.0	21.69	0.055182
aggregate-gpt-4o	subcategory	harmonic-recognition	3	2	1	0	0	66.67	0.0	0.0	6.82	0.01133
aggregate-gpt-4o	subcategory	interval-recognition	3	0	3	0	0	0.0	0.0	0.0	12.66	0.01923
aggregate-gpt-4o	subcategory	pitch-recognition	3	1	2	0	0	33.33	0.0	0.0	12.15	0.031605
aggregate-gpt-4o	subcategory	proportion-recognition	3	1	2	0	0	33.33	0.0	0.0	11.43	0.02358
aggregate-gpt-4o	subcategory	rhythmic-recognition	3	2	1	0	0	66.67	0.0	0.0	10.26	0.031602
aggregate-gpt-4o	skill	interval recognition	3	0	3	0	0	0.0	0.0	0.0	12.66	0.01923
aggregate-gpt-4o	skill	note length	3	2	1	0	0	66.67	0.0	0.0	10.26	0.031602
aggregate-gpt-4o	skill	pitch recognition	3	1	2	0	0	33.33	0.0	0.0	12.15	0.031605
aggregate-gpt-4o	skill	rhythm pattern	3	1	2	0	0	33.33	0.0	0.0	11.43	0.02358
aggregate-gpt-4o	skill	tonality recognition	3	2	1	0	0	66.67	0.0	0.0	6.82	0.01133
aggregate-gpt-4o	rel/abs	absolute	6	3	3	0	0	50.0	0.0	0.0	22.41	0.063207
aggregate-gpt-4o	rel/abs	relative	9	3	6	0	0	33.33	0.0	0.0	30.91	0.05414
aggregate-gpt-4o	specification	harmony-relative	3	2	1	0	0	66.67	0.0	0.0	6.82	0.01133
aggregate-gpt-4o	specification	pitch-absolute	3	1	2	0	0	33.33	0.0	0.0	12.15	0.031605
aggregate-gpt-4o	specification	pitch-relative	3	0	3	0	0	0.0	0.0	0.0	12.66	0.01923
aggregate-gpt-4o	specification	rhythm-absolute	3	2	1	0	0	66.67	0.0	0.0	10.26	0.031602
aggregate-gpt-4o	specification	rhythm-relative	3	1	2	0	0	33.33	0.0	0.0	11.43	0.02358
