Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price
OVERALL	ALL	1500	41.93	0.0	0.0	5498.8	1.496287	35.13	0.21	0.0	5238.03	0.209229	32.93	7.16	0.0	15319.17	2.568392
submodality	audio.mastermix.wav	500	31.0	0.0	0.0	1677.83	0.363321	27.4	0.28	0.0	2070.13	0.052828	30.0	0.29	0.0	1439.68	2.16378
submodality	symbolic.abc.txt	500	56.8	0.0	0.0	1918.97	0.589906	43.4	0.35	0.0	1783.7	0.089556	41.2	0.0	0.0	3409.51	0.127624
submodality	visual.short.png	500	38.0	0.0	0.0	1901.99	0.54306	34.6	0.0	0.0	1384.2	0.066845	27.6	19.61	0.0	10469.98	0.276988
piece_id	Anonymous_AusMeinesHerzensGrunde	189	41.27	0.0	0.0	707.0	0.209697	34.92	0.81	0.0	692.78	0.029509	34.39	8.87	0.0	2546.26	0.452492
piece_id	Bach_IchStehAnDeinerKrippe	168	44.64	0.0	0.0	627.71	0.166588	37.5	0.95	0.0	573.92	0.02284	38.1	6.73	0.0	1229.55	0.283094
piece_id	Crueger_AufAufMeinHerzMitFreuden	165	38.18	0.0	0.0	644.07	0.182353	29.7	0.0	0.0	614.18	0.027161	31.52	5.31	0.0	1289.99	0.30703
piece_id	Drese_JesuGehVoran	150	40.67	0.0	0.0	497.65	0.140887	34.0	0.0	0.0	509.87	0.018723	32.0	1.96	0.0	1157.6	0.196036
piece_id	Gesius_BefiehlDuDeineWege	162	39.51	0.0	0.0	593.34	0.164877	40.74	0.0	0.0	583.77	0.023116	31.48	8.11	0.0	1949.62	0.305471
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	126	42.06	0.0	0.0	445.07	0.119137	40.48	0.0	0.0	391.7	0.015477	34.92	14.63	0.0	2359.24	0.214059
piece_id	Jan_DuGrosserSchmerzensmann	144	45.83	0.0	0.0	573.96	0.141114	34.03	0.0	0.0	535.19	0.022168	33.33	5.21	0.0	1196.55	0.232619
piece_id	Telemann_DerLiebenSonneLichtUndPracht	153	48.37	0.0	0.0	562.37	0.165746	38.56	0.0	0.0	563.62	0.022858	32.68	7.77	0.0	1655.6	0.34733
piece_id	Vulpius_ChristusDerIstMeinLeben	135	42.96	0.0	0.0	462.89	0.115104	26.67	0.0	0.0	445.71	0.015498	28.89	8.33	0.0	1036.33	0.150762
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	108	34.26	0.0	0.0	384.74	0.090784	34.26	0.0	0.0	327.29	0.011879	30.56	5.33	0.0	898.42	0.0795
is_nota_correct	0	1200	41.08	0.0	0.0	4427.64	1.191821	37.42	0.13	0.0	4156.19	0.16536	30.92	7.12	0.0	11861.71	2.045175
is_nota_correct	1	300	45.33	0.0	0.0	1071.16	0.304466	26.0	0.45	0.0	1081.83	0.043869	41.0	7.34	0.0	3457.45	0.523216
