Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	75	45.33	25.33	26.67	29.33	36.0	18.67	28.0	17.33	22.67	37.33	40.0
submodality	audio.mastermix.wav	25	36.0	20.0	32.0	20.0	32.0	16.0	32.0	20.0	28.0	20.0	28.0
submodality	symbolic.abc.txt	25	64.0	28.0	24.0	44.0	44.0	20.0	32.0	12.0	16.0	52.0	48.0
submodality	visual.short.png	25	36.0	28.0	24.0	24.0	32.0	20.0	20.0	20.0	24.0	40.0	44.0
piece_id	Anonymous_AusMeinesHerzensGrunde	3	66.67	33.33	0.0	66.67	66.67	33.33	33.33	100.0	33.33	66.67	66.67
piece_id	Bach_IchStehAnDeinerKrippe	12	33.33	8.33	16.67	8.33	16.67	8.33	16.67	8.33	8.33	25.0	25.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	50.0	16.67	16.67	50.0	33.33	16.67	50.0	0.0	33.33	33.33	50.0
piece_id	Drese_JesuGehVoran	3	33.33	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	66.67	0.0
piece_id	Gesius_BefiehlDuDeineWege	3	0.0	33.33	66.67	66.67	66.67	33.33	33.33	33.33	33.33	33.33	0.0
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	33.33	33.33	16.67	16.67	33.33	0.0	16.67	16.67	0.0	16.67	33.33
piece_id	Jan_DuGrosserSchmerzensmann	6	16.67	50.0	33.33	33.33	50.0	33.33	16.67	50.0	16.67	33.33	33.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	18	66.67	33.33	38.89	44.44	44.44	11.11	44.44	11.11	33.33	50.0	55.56
piece_id	Vulpius_ChristusDerIstMeinLeben	9	66.67	22.22	33.33	33.33	44.44	33.33	33.33	11.11	33.33	33.33	66.67
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	9	33.33	22.22	22.22	0.0	22.22	33.33	11.11	0.0	22.22	33.33	22.22
is_nota_correct	0	60	41.67	25.0	20.0	26.67	36.67	13.33	35.0	15.0	15.0	41.67	43.33
is_nota_correct	1	15	60.0	26.67	53.33	40.0	33.33	40.0	0.0	26.67	53.33	20.0	26.67
meta-question_id	1	9	33.33	33.33	11.11	11.11	33.33	33.33	22.22	22.22	22.22	0.0	44.44
meta-question_id	10	6	33.33	33.33	33.33	50.0	66.67	0.0	0.0	33.33	16.67	50.0	33.33
meta-question_id	11	3	33.33	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33
meta-question_id	2	6	66.67	33.33	50.0	16.67	33.33	16.67	50.0	16.67	33.33	66.67	83.33
meta-question_id	3	9	22.22	22.22	22.22	0.0	33.33	33.33	11.11	0.0	11.11	11.11	22.22
meta-question_id	4	6	83.33	33.33	16.67	0.0	16.67	16.67	0.0	0.0	16.67	50.0	33.33
meta-question_id	5	9	33.33	22.22	33.33	55.56	44.44	22.22	44.44	11.11	33.33	33.33	33.33
meta-question_id	6	6	66.67	33.33	33.33	50.0	33.33	33.33	50.0	16.67	50.0	50.0	83.33
meta-question_id	7	9	33.33	22.22	33.33	44.44	44.44	0.0	44.44	11.11	11.11	44.44	22.22
meta-question_id	8	6	33.33	0.0	0.0	0.0	0.0	0.0	16.67	16.67	0.0	66.67	0.0
meta-question_id	9	6	83.33	33.33	33.33	83.33	66.67	33.33	50.0	66.67	50.0	50.0	66.67
category	harmony	15	53.33	26.67	33.33	53.33	53.33	13.33	20.0	40.0	26.67	40.0	46.67
category	pitch	30	46.67	30.0	23.33	6.67	30.0	26.67	20.0	10.0	20.0	26.67	43.33
category	rhythm	30	40.0	20.0	26.67	40.0	33.33	13.33	40.0	13.33	23.33	46.67	33.33
subcategory	harmonic-recognition	15	53.33	26.67	33.33	53.33	53.33	13.33	20.0	40.0	26.67	40.0	46.67
subcategory	interval-recognition	15	46.67	26.67	20.0	0.0	26.67	26.67	6.67	0.0	13.33	26.67	26.67
subcategory	pitch-recognition	15	46.67	33.33	26.67	13.33	33.33	26.67	33.33	20.0	26.67	26.67	60.0
subcategory	proportion-recognition	15	33.33	13.33	20.0	26.67	26.67	0.0	33.33	13.33	6.67	53.33	13.33
subcategory	rhythmic-recognition	15	46.67	26.67	33.33	53.33	40.0	26.67	46.67	13.33	40.0	40.0	53.33
skill	cadence recognition	3	33.33	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33
skill	chord recognition	6	33.33	33.33	33.33	50.0	66.67	0.0	0.0	33.33	16.67	50.0	33.33
skill	interval recognition	9	22.22	22.22	22.22	0.0	33.33	33.33	11.11	0.0	11.11	11.11	22.22
skill	interval statistics	6	83.33	33.33	16.67	0.0	16.67	16.67	0.0	0.0	16.67	50.0	33.33
skill	note length	9	33.33	22.22	33.33	55.56	44.44	22.22	44.44	11.11	33.33	33.33	33.33
skill	note length statistics	6	66.67	33.33	33.33	50.0	33.33	33.33	50.0	16.67	50.0	50.0	83.33
skill	pitch recognition	9	33.33	33.33	11.11	11.11	33.33	33.33	22.22	22.22	22.22	0.0	44.44
skill	pitch statistics	6	66.67	33.33	50.0	16.67	33.33	16.67	50.0	16.67	33.33	66.67	83.33
skill	rhythm pattern	9	33.33	22.22	33.33	44.44	44.44	0.0	44.44	11.11	11.11	44.44	22.22
skill	rhythm pattern statistics	6	33.33	0.0	0.0	0.0	0.0	0.0	16.67	16.67	0.0	66.67	0.0
skill	tonality recognition	6	83.33	33.33	33.33	83.33	66.67	33.33	50.0	66.67	50.0	50.0	66.67
rel/abs	absolute	36	44.44	30.56	30.56	36.11	41.67	22.22	33.33	19.44	30.56	36.11	52.78
rel/abs	relative	39	46.15	20.51	23.08	23.08	30.77	15.38	23.08	15.38	15.38	38.46	28.21
specification	harmony-absolute	6	33.33	33.33	33.33	50.0	66.67	0.0	0.0	33.33	16.67	50.0	33.33
specification	harmony-relative	9	66.67	22.22	33.33	55.56	44.44	22.22	33.33	44.44	33.33	33.33	55.56
specification	pitch-absolute	15	46.67	33.33	26.67	13.33	33.33	26.67	33.33	20.0	26.67	26.67	60.0
specification	pitch-relative	15	46.67	26.67	20.0	0.0	26.67	26.67	6.67	0.0	13.33	26.67	26.67
specification	rhythm-absolute	15	46.67	26.67	33.33	53.33	40.0	26.67	46.67	13.33	40.0	40.0	53.33
specification	rhythm-relative	15	33.33	13.33	20.0	26.67	26.67	0.0	33.33	13.33	6.67	53.33	13.33
