Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	75	38.67	0.0	0.0	267.65	0.078337	29.33	7.55	0.0	1286.09	0.142892	44.0	0.0	0.0	1572.83	0.0	29.33	0.0	0.0	250.87	0.011526	41.33	0.0	0.0	955.23	0.1361	33.33	2.0	0.0	276.52	0.684625
submodality	audio.mastermix.wav	25	24.0	0.0	0.0	77.83	0.018064	32.0	0.0	0.0	210.85	0.110104	24.0	0.0	0.0	416.16	0.0	16.0	0.0	0.0	95.77	0.002666	28.0	0.0	0.0	176.91	0.020428	32.0	0.0	0.0	119.53	0.472815
submodality	symbolic.abc.txt	25	52.0	0.0	0.0	95.43	0.032569	32.0	0.0	0.0	585.09	0.024277	72.0	0.0	0.0	848.73	0.0	28.0	0.0	0.0	94.85	0.00526	60.0	0.0	0.0	374.47	0.057049	44.0	0.0	0.0	90.19	0.150822
submodality	visual.short.png	25	40.0	0.0	0.0	94.38	0.027704	24.0	21.05	0.0	490.16	0.008511	36.0	0.0	0.0	307.94	0.0	44.0	0.0	0.0	60.26	0.0036	36.0	0.0	0.0	403.85	0.058623	24.0	5.26	0.0	66.81	0.060987
piece_id	Anonymous_AusMeinesHerzensGrunde	12	41.67	0.0	0.0	45.25	0.014219	50.0	0.0	0.0	86.05	0.0243	41.67	0.0	0.0	398.64	0.0	41.67	0.0	0.0	51.51	0.002446	41.67	0.0	0.0	156.09	0.021706	41.67	14.29	0.0	47.74	0.135285
piece_id	Bach_IchStehAnDeinerKrippe	3	33.33	0.0	0.0	8.77	0.003082	33.33	0.0	0.0	9.17	0.004818	66.67	0.0	0.0	24.94	0.0	66.67	0.0	0.0	10.61	0.000479	33.33	0.0	0.0	13.79	0.001798	0.0	0.0	0.0	10.52	0.026337
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	38.89	0.0	0.0	68.83	0.020612	16.67	13.33	0.0	372.58	0.035545	55.56	0.0	0.0	390.73	0.0	27.78	0.0	0.0	51.6	0.002565	66.67	0.0	0.0	247.44	0.035834	27.78	0.0	0.0	66.55	0.1794
piece_id	Drese_JesuGehVoran	6	50.0	0.0	0.0	22.94	0.006262	0.0	0.0	0.0	43.02	0.007355	16.67	0.0	0.0	192.31	0.0	16.67	0.0	0.0	22.05	0.000917	16.67	0.0	0.0	94.31	0.013739	16.67	0.0	0.0	23.61	0.048158
piece_id	Gesius_BefiehlDuDeineWege	3	33.33	0.0	0.0	11.59	0.003033	0.0	33.33	0.0	92.34	0.006099	0.0	0.0	0.0	40.96	0.0	0.0	0.0	0.0	14.3	0.000649	66.67	0.0	0.0	51.85	0.008271	33.33	0.0	0.0	13.46	0.031945
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	33.33	0.0	0.0	9.18	0.002957	33.33	0.0	0.0	23.25	0.003832	0.0	0.0	0.0	56.65	0.0	0.0	0.0	0.0	18.07	0.000844	33.33	0.0	0.0	60.8	0.009273	66.67	0.0	0.0	12.84	0.0266
