Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	aggregate-mistral	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001	google_gemini-2.5-flash-lite	aggregate-gpt-4o
OVERALL	ALL	75	38.67	29.33	44.0	29.33	41.33	33.33
submodality	audio.mastermix.wav	25	24.0	32.0	24.0	16.0	28.0	32.0
submodality	symbolic.abc.txt	25	52.0	32.0	72.0	28.0	60.0	44.0
submodality	visual.short.png	25	40.0	24.0	36.0	44.0	36.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	12	41.67	50.0	41.67	41.67	41.67	41.67
piece_id	Bach_IchStehAnDeinerKrippe	3	33.33	33.33	66.67	66.67	33.33	0.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	38.89	16.67	55.56	27.78	66.67	27.78
piece_id	Drese_JesuGehVoran	6	50.0	0.0	16.67	16.67	16.67	16.67
piece_id	Gesius_BefiehlDuDeineWege	3	33.33	0.0	0.0	0.0	66.67	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	33.33	33.33	0.0	0.0	33.33	66.67
piece_id	Jan_DuGrosserSchmerzensmann	12	25.0	25.0	41.67	16.67	16.67	33.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	6	50.0	66.67	33.33	16.67	16.67	66.67
piece_id	Vulpius_ChristusDerIstMeinLeben	6	50.0	50.0	66.67	83.33	66.67	33.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	33.33	16.67	66.67	16.67	33.33	16.67
is_nota_correct	0	60	38.33	25.0	45.0	31.67	46.67	28.33
is_nota_correct	1	15	40.0	46.67	40.0	20.0	20.0	53.33
meta-question_id	1	9	33.33	33.33	44.44	22.22	44.44	22.22
meta-question_id	10	6	50.0	33.33	50.0	50.0	66.67	16.67
meta-question_id	11	3	0.0	0.0	33.33	0.0	0.0	66.67
meta-question_id	2	6	33.33	33.33	50.0	66.67	33.33	16.67
meta-question_id	3	9	44.44	0.0	44.44	22.22	33.33	22.22
meta-question_id	4	6	33.33	16.67	16.67	16.67	16.67	33.33
meta-question_id	5	9	88.89	66.67	55.56	44.44	55.56	55.56
meta-question_id	6	6	33.33	16.67	0.0	0.0	50.0	50.0
meta-question_id	7	9	0.0	33.33	77.78	11.11	55.56	55.56
meta-question_id	8	6	50.0	16.67	16.67	16.67	16.67	0.0
meta-question_id	9	6	33.33	50.0	66.67	66.67	50.0	33.33
category	harmony	15	33.33	33.33	53.33	46.67	46.67	33.33
category	pitch	30	36.67	20.0	40.0	30.0	33.33	23.33
category	rhythm	30	43.33	36.67	43.33	20.0	46.67	43.33
subcategory	harmonic-recognition	15	33.33	33.33	53.33	46.67	46.67	33.33
subcategory	interval-recognition	15	40.0	6.67	33.33	20.0	26.67	26.67
subcategory	pitch-recognition	15	33.33	33.33	46.67	40.0	40.0	20.0
subcategory	proportion-recognition	15	20.0	26.67	53.33	13.33	40.0	33.33
subcategory	rhythmic-recognition	15	66.67	46.67	33.33	26.67	53.33	53.33
skill	cadence recognition	3	0.0	0.0	33.33	0.0	0.0	66.67
skill	chord recognition	6	50.0	33.33	50.0	50.0	66.67	16.67
skill	interval recognition	9	44.44	0.0	44.44	22.22	33.33	22.22
skill	interval statistics	6	33.33	16.67	16.67	16.67	16.67	33.33
skill	note length	9	88.89	66.67	55.56	44.44	55.56	55.56
skill	note length statistics	6	33.33	16.67	0.0	0.0	50.0	50.0
skill	pitch recognition	9	33.33	33.33	44.44	22.22	44.44	22.22
skill	pitch statistics	6	33.33	33.33	50.0	66.67	33.33	16.67
skill	rhythm pattern	9	0.0	33.33	77.78	11.11	55.56	55.56
skill	rhythm pattern statistics	6	50.0	16.67	16.67	16.67	16.67	0.0
skill	tonality recognition	6	33.33	50.0	66.67	66.67	50.0	33.33
rel/abs	absolute	36	50.0	38.89	41.67	36.11	50.0	33.33
rel/abs	relative	39	28.21	20.51	46.15	23.08	33.33	33.33
specification	harmony-absolute	6	50.0	33.33	50.0	50.0	66.67	16.67
specification	harmony-relative	9	22.22	33.33	55.56	44.44	33.33	44.44
specification	pitch-absolute	15	33.33	33.33	46.67	40.0	40.0	20.0
specification	pitch-relative	15	40.0	6.67	33.33	20.0	26.67	26.67
specification	rhythm-absolute	15	66.67	46.67	33.33	26.67	53.33	53.33
specification	rhythm-relative	15	20.0	26.67	53.33	13.33	40.0	33.33
